,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.dns,timings.ssl,timings.wait,serverIPAddress,comment,time
0,,2019-10-11T18:56:31.599+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,23,0,65,3,111,-1,126,217.70.184.38,,331
1,,2019-10-11T18:56:32.000+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,274,317,,,7,0,27,2,145,-1,639,66.147.242.186,,822
2,,2019-10-11T18:56:32.826+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,1,-1,-1,5,-1,-1,237,66.147.242.186,,245
3,,2019-10-11T18:56:33.105+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,1,-1,-1,2,-1,-1,249,66.147.242.186,,252
4,,2019-10-11T18:56:33.112+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,2435,0,25,1,3,-1,475,66.147.242.186,,2940
