,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.blocked,timings.receive,timings.connect,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
19,,2019-10-08T20:03:20.142+03:00,GET,https://fonts.googleapis.com/css?family=Noto+Sans%3A300%2C400%2C600%2C700%2C400italic%7CLato%3A300%2C400%2C600%2C700%2C400italic%7CCabin%3A300%2C400%2C600%2C700%2C400italic&subset=latin%2Clatin-ext%2Ccyrillic-ext%2Cgreek-ext%2Ccyrillic,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,1033,,,3110,0,3,3132,1,115,0,216.58.207.42,,3252,value,
20,,2019-10-08T20:03:20.432+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0IIpQlx3QUlC5A4PNr5TRA.woff2,HTTP/1.1,532,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,16056,,,-1,0,54,38,0,120,0,172.217.16.131,,215,,
21,,2019-10-08T20:03:20.436+03:00,GET,http://www.foddy.net/wp/wp-content/themes/letsblog/fonts/fontawesome-webfont.woff2?v=4.4.0,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,application/font-woff2,,,487,64466,,,-1,-1,87,-1,0,206,-1,104.28.23.57,,294,value,
22,,2019-10-08T20:03:20.477+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0OIpQlx3QUlC5A4PNr4ARCQ_k.woff2,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,15312,,,-1,0,54,34,1,123,0,172.217.16.131,,213,,
23,,2019-10-08T20:03:20.478+03:00,GET,http://fonts.gstatic.com/s/lato/v16/S6uyw4BMUTPHjx4wXg.woff2,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,23484,,,-1,0,53,33,0,126,0,172.217.16.131,,214,,
24,,2019-10-08T20:03:20.478+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0NIpQlx3QUlC5A4PNjXhFVZNyB.woff2,HTTP/1.1,536,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,16180,,,-1,0,50,33,1,107,0,172.217.16.131,,191,,
25,,2019-10-08T20:03:20.479+03:00,GET,http://fonts.gstatic.com/s/cabin/v14/u-480qWljRw-PdeL2uhluyk.woff2,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,18724,,,-1,0,51,32,0,105,0,172.217.16.131,,191,,
26,,2019-10-08T20:03:20.479+03:00,GET,http://fonts.gstatic.com/s/cabin/v14/u-4x0qWljRw-Pd8w__0.woff2,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,19252,,,-1,0,57,32,0,119,0,172.217.16.131,,210,,
27,,2019-10-08T20:03:20.514+03:00,POST,http://www.foddy.net/wp/wp-admin/admin-ajax.php,HTTP/1.1,554,49,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,683,2503,,,-1,-1,0,-1,0,635,-1,104.28.23.57,,636,,
28,,2019-10-08T20:03:21.810+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,562,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,1109,0,3,1129,1,109,0,172.217.21.194,,1244,,
29,,2019-10-08T20:03:22.476+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.foddy.net,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,1741,0,1,1769,0,113,70,172.217.22.98,,1954,value,
30,,2019-10-08T20:03:25.963+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.foddy.net,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,5233,0,0,5268,0,117,53,172.217.22.98,,5440,value,
31,,2019-10-08T20:03:26.440+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,5749,0,140,5783,0,120,0,172.217.22.34,,6045,,
32,,2019-10-08T20:03:26.706+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,111,0,140,137,0,102,0,172.217.22.34,,380,,
33,,2019-10-08T20:03:27.004+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&h=600&twa=1&slotname=8109438796&adk=3427189877&adf=460500715&w=255&fwrn=4&fwrnh=100&lmt=1570553490&guci=2.2.0.0.2.2.0.0&format=255x600&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&flash=0&fwr=0&rh=600&rw=255&wgl=1&adsid=NT&dt=1570554200646&bpp=25&bdt=3713&fdt=6320&idt=6320&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=5021341552163&frm=20&pv=2&ga_vid=683068357.1570554207&ga_sid=1570554207&ga_hid=250295448&ga_fc=0&iag=0&icsg=16299&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=523&ady=994&biw=779&bih=600&scr_x=0&scr_y=0&eid=423550201&oid=3&pg_h=2000&pvsid=3182164867981185&pem=522&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.osfxp2zjq3z&xpc=qjYHFih7xZ&p=http%3A//www.foddy.net&dtd=6351,HTTP/1.1,1431,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,20925,,,-1,-1,32,-1,0,383,-1,172.217.21.194,,416,value,
34,,2019-10-08T20:03:27.185+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&adk=1812271804&adf=3025194257&lmt=1570553490&plat=1%3A8%2C2%3A16777224%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570554200672&bpp=9&bdt=3739&fdt=6345&idt=6345&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=255x600&nras=1&correlator=5021341552163&frm=20&pv=1&ga_vid=683068357.1570554207&ga_sid=1570554207&ga_hid=250295448&ga_fc=0&iag=0&icsg=49067&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=423550201&oid=3&pg_h=2000&pvsid=3182164867981185&pem=522&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=1&uci=1.ubd94dhhssn9&dtd=6351,HTTP/1.1,1427,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,121,0,0,153,3,107,0,172.217.21.194,,265,value,
35,,2019-10-08T20:03:27.404+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,1325,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,591,,,-1,-1,0,-1,0,97,-1,216.58.207.42,,99,value,
36,,2019-10-08T20:03:28.889+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1319,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,1416,0,9,1449,1,106,17,216.58.207.65,,1584,,
37,,2019-10-08T20:03:28.892+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1333,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,14391,,,1408,0,31,1441,1,98,24,216.58.207.65,,1597,,
38,,2019-10-08T20:03:28.895+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1337,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,1421,0,2,1451,1,96,27,216.58.207.65,,1579,,
39,,2019-10-08T20:03:28.905+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1330,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,1431,0,0,1464,1,102,31,216.58.207.65,,1600,,
40,,2019-10-08T20:03:29.070+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CWMj3ccWcXb6qK9mv3gOA4rvQBLK5p6VW8-z12PgJ2Ky2lYsDEAEgrozKKWD5uvSDnBCgAeL55ewDyAEBqAMByAPDBKoEsQFP0OD-kPCHDgvGor7WgAlKDCxlr0E3QBx9zgnmUtnhpaDDjYirApLqLLwkJ8PtaU_XmlX4kB9Lxd-EVusgd5yavFugX2F_eL8FO12SuWqNoFQGfeIuOHynYIGUQlN9xIELOMatmB056qTxeW996_S_IgZdSDZg7djmgx_aChqQUIgWyOzsssosJDSJaYu7ZHQzY6O0YyP9wVwFU4-wvkkT3oruQiM7QJe-iaNpUzWpVcfABPPVs8nsAZIFBAgEGAGSBQQIBRgEoAZRgAeGhpoTqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEP-FM9IIBwiAYRABGB6ACgHYEww&sigh=toeqEjTltvM&tpd=AGWhJmsZlkxcnWGH0O8rtg5cob0fvA9garVihrfoh5jCPupu8A,HTTP/1.1,1910,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,-1,-1,0,-1,1,98,-1,172.217.21.194,,100,value,
41,,2019-10-08T20:03:29.085+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1498,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,-1,-1,0,-1,1,89,-1,172.217.21.194,,91,value,
42,,2019-10-08T20:03:31.169+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1331,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,4138,0,62,4156,1,140,0,172.217.22.98,,4361,value,
43,,2019-10-08T20:03:31.173+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,3735,0,65,3757,0,131,0,172.217.22.98,,3954,value,
44,,2019-10-08T20:03:33.294+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,2089,0,0,2131,0,127,0,172.217.18.4,,2261,,
45,,2019-10-08T20:03:33.311+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15872,,,4208,0,35,4234,0,85,0,172.217.16.131,,4356,,
46,,2019-10-08T20:03:33.431+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,-1,-1,0,-1,1,115,-1,172.217.21.194,,117,,
47,,2019-10-08T20:03:33.620+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1331,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,0,0,-1,172.217.22.34,,0,,No response received
