,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T20:14:10.437+03:00,GET,https://www.instagram.com/,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2963,9997,,,0,3552,416,36,2,3517,417,31.13.92.174,,4426,
1,,2019-10-08T20:14:11.157+03:00,GET,https://www.instagram.com/static/bundles/metro/ConsumerUICommons.css/faa312336eda.css,HTTP/1.1,546,0,,200,OK,HTTP/1.1,0,text/css,,,349,12722,,,0,163,325,0,3,129,114,31.13.92.174,,607,
2,,2019-10-08T20:14:11.162+03:00,GET,https://www.instagram.com/static/bundles/metro/ConsumerAsyncCommons.css/a57df2c9ce33.css,HTTP/1.1,549,0,,200,OK,HTTP/1.1,0,text/css,,,348,2968,,,0,164,35,0,1,126,105,31.13.92.174,,307,
3,,2019-10-08T20:14:11.165+03:00,GET,https://www.instagram.com/static/bundles/metro/Consumer.css/53fcc8013b2c.css,HTTP/1.1,537,0,,200,OK,HTTP/1.1,0,text/css,,,349,12711,,,0,167,304,0,1,129,102,31.13.92.174,,575,
4,,2019-10-08T20:14:11.167+03:00,GET,https://www.instagram.com/static/bundles/metro/LandingPage.css/fcbab16f3f4c.css,HTTP/1.1,540,0,,200,OK,HTTP/1.1,0,text/css,,,348,3719,,,0,169,27,0,0,132,102,31.13.92.174,,300,
5,,2019-10-08T20:14:11.170+03:00,GET,https://www.instagram.com/static/bundles/metro/Vendor.js/59e340c75ebf.js,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,64524,,,0,175,285,0,0,133,101,31.13.92.174,,563,
6,,2019-10-08T20:14:11.303+03:00,GET,https://www.instagram.com/static/bundles/metro/en_US.js/474ca24cc8c4.js,HTTP/1.1,517,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,43305,,,-1,-1,226,-1,0,-1,104,31.13.92.174,,331,
7,,2019-10-08T20:14:11.303+03:00,GET,https://www.instagram.com/static/bundles/metro/ConsumerLibCommons.js/ad0e8d75cc98.js,HTTP/1.1,530,0,,200,OK,HTTP/1.1,0,text/javascript,,,357,118900,,,-1,-1,325,-1,0,-1,101,31.13.92.174,,427,
8,,2019-10-08T20:14:11.308+03:00,GET,https://www.instagram.com/static/bundles/metro/ConsumerUICommons.js/fc549fab6212.js,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,36473,,,-1,-1,197,-1,0,-1,96,31.13.92.174,,293,
9,,2019-10-08T20:14:11.566+03:00,GET,https://www.instagram.com/static/bundles/metro/ConsumerAsyncCommons.js/6ce0632548fc.js,HTTP/1.1,532,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,23796,,,-1,-1,9,-1,0,-1,89,31.13.92.174,,100,
10,,2019-10-08T20:14:11.589+03:00,GET,https://www.instagram.com/static/bundles/metro/Consumer.js/5dda708823dc.js,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,text/javascript,,,357,104807,,,-1,-1,393,-1,0,-1,89,31.13.92.174,,483,
11,,2019-10-08T20:14:11.605+03:00,GET,https://www.instagram.com/static/bundles/metro/LandingPage.js/0133848fb6ad.js,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,28874,,,-1,-1,165,-1,0,-1,96,31.13.92.174,,262,
12,,2019-10-08T20:14:11.605+03:00,GET,https://www.instagram.com/static/bundles/metro/Polyfills.js/33e6af7a86cf.js,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,12081,,,-1,-1,114,-1,0,-1,92,31.13.92.174,,208,
13,,2019-10-08T20:14:11.638+03:00,GET,https://www.instagram.com/static/bundles/metro/FeedPageContainer.js/30df47b0398d.js,HTTP/1.1,593,0,,200,OK,HTTP/1.1,0,text/javascript,,,357,107785,,,-1,-1,346,-1,0,-1,88,31.13.92.174,,435,
14,,2019-10-08T20:14:11.683+03:00,GET,https://www.instagram.com/static/bundles/metro/FeedPageContainer.css/a9197db45b1a.css,HTTP/1.1,595,0,,200,OK,HTTP/1.1,0,text/css,,,349,16126,,,-1,-1,5,-1,0,-1,95,31.13.92.174,,101,
15,,2019-10-08T20:14:12.292+03:00,POST,https://www.instagram.com/qp/batch_fetch_web/,HTTP/1.1,725,5193,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,2191,93,,,-1,-1,1,-1,0,-1,263,31.13.92.174,,265,
16,,2019-10-08T20:14:12.303+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot1.jpg/d6bf0c928b5a.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,41581,,,-1,-1,16,-1,0,-1,85,31.13.92.174,,101,
17,,2019-10-08T20:14:12.303+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot2.jpg/6f03eb85463c.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,31724,,,-1,-1,58,-1,0,-1,100,31.13.92.174,,158,
18,,2019-10-08T20:14:12.304+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot3.jpg/f0c687aa6ec2.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,23440,,,-1,-1,140,-1,0,-1,96,31.13.92.174,,237,
19,,2019-10-08T20:14:12.304+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot5.jpg/0a2d3016f375.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,34240,,,-1,-1,349,-1,0,-1,89,31.13.92.174,,439,
20,,2019-10-08T20:14:12.305+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot4.jpg/842fe5699220.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,26079,,,-1,-1,272,-1,0,-1,99,31.13.92.174,,372,
21,,2019-10-08T20:14:12.410+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_ios_english-en.png/180ae7a0bcf7.png,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,image/png,,,349,3522,,,-1,-1,361,-1,0,-1,91,31.13.92.174,,454,
22,,2019-10-08T20:14:12.467+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_android_english-en.png/e9cd846dc748.png,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,image/png,,,349,9799,,,-1,-1,629,-1,0,-1,89,31.13.92.174,,719,
23,,2019-10-08T20:14:12.553+03:00,GET,https://www.instagram.com/static/images/homepage/home-phones.png/43cc71bb1b43.png,HTTP/1.1,584,0,,200,OK,HTTP/1.1,0,image/png,,,351,109678,,,-1,-1,238,-1,0,-1,101,31.13.92.174,,340,
24,,2019-10-08T20:14:12.562+03:00,GET,https://www.instagram.com/static/bundles/metro/sprite_core_4f48d3d2062b.png/4f48d3d2062b.png,HTTP/1.1,601,0,,200,OK,HTTP/1.1,0,image/png,,,350,74401,,,-1,-1,365,-1,0,-1,94,31.13.92.174,,461,
25,,2019-10-08T20:14:13.369+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,0,1117,2,37,0,1092,99,31.13.92.14,,1257,
26,,2019-10-08T20:14:13.736+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=9af97862fb559e14b5bf0d1b2f53de5c&ua=modern_es6,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59062,,,0,240,95,0,0,208,106,31.13.92.14,,444,value
