,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.wait,timings.dns,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-09T18:33:54.618+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,223272,,,2444,371,0,303,129,0,2401,104.131.95.55,,3249,
11,,2019-10-09T18:33:54.779+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1389765772&t=pageview&_s=1&dl=https%3A%2F%2Fasoftmurmur.com%2F&ul=en-us&de=UTF-8&dt=A%20Soft%20Murmur&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=IEBAAAAB~&jid=447625474&gjid=256044174&cid=1396658226.1570635235&tid=UA-42700626-2&_gid=1197773399.1570635235&_r=1&z=449271156,HTTP/1.1,676,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=1396658226.1570635235&jid=447625474&_gid=1197773399.1570635235&gjid=256044174&_v=j79&z=449271156,644,417,,,-1,1,-1,107,-1,0,-1,172.217.22.110,,109,value
12,,2019-10-09T18:33:55.238+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,296,8,0,295,0,2,265,104.131.95.55,,604,
13,,2019-10-09T18:33:55.240+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,301,10,0,296,0,1,279,104.131.95.55,,610,
14,,2019-10-09T18:33:55.298+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,-1,19,-1,164,-1,0,-1,104.131.95.55,,185,
15,,2019-10-09T18:33:55.349+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,288,6,0,286,0,0,237,104.131.95.55,,581,
16,,2019-10-09T18:33:55.469+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,492,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,85481,,,295,257,0,302,0,1,249,104.131.95.55,,856,
17,,2019-10-09T18:33:55.896+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,38484,,,345,33,0,390,0,1,314,104.131.95.55,,771,
18,,2019-10-09T18:33:55.896+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,485,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,21574,,,347,2,0,389,0,0,314,104.131.95.55,,740,
19,,2019-10-09T18:33:56.038+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,490,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,-1,,,-1,0,-1,180,-1,0,-1,104.131.95.55,,181,
20,,2019-10-09T18:33:56.300+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,484,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,-1,401,-1,189,-1,0,-1,104.131.95.55,,591,
21,,2019-10-09T18:33:56.353+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,484,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,-1,,,-1,0,-1,193,-1,0,-1,104.131.95.55,,194,
22,,2019-10-09T18:33:57.511+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=1396658226.1570635235&jid=447625474&_gid=1197773399.1570635235&gjid=256044174&_v=j79&z=449271156,HTTP/1.1,532,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,2567,0,0,256,0,0,2538,74.125.140.155,,2826,value
