,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.send,timings.dns,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T17:34:13.154+03:00,GET,https://www.reverbnation.com/,HTTP/1.1,1177,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1075,25705,,,339,-1,1,-1,218,-1,-1,13.52.134.223,,560,,
1,,2019-10-08T17:34:13.554+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/v3/main.css,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,text/css,,,491,1475,,,144,-1,0,-1,218,-1,-1,93.184.220.20,,364,,
2,,2019-10-08T17:34:13.555+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_required-datauri.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,493,16434,,,145,-1,0,-1,3490,-1,-1,93.184.220.20,,3636,,
3,,2019-10-08T17:34:13.556+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/zurb_foundation-datauri.css,HTTP/1.1,442,0,,200,OK,HTTP/1.1,0,text/css,,,493,32784,,,144,-1,0,-1,764,-1,-1,93.184.220.20,,910,,
4,,2019-10-08T17:34:13.557+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/v4_foundation-datauri.css,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,text/css,,,493,73760,,,141,-1,0,-1,1263,-1,-1,93.184.220.20,,1405,,
5,,2019-10-08T17:34:13.557+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/stylesheets/compiled/rn_foundation/modules/marketing.css,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css,,,493,24784,,,140,-1,0,-1,365,-1,-1,93.184.220.20,,506,,
6,,2019-10-08T17:34:13.730+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/spinners/32x32_light.gif,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,image/gif,,,438,3398,,,127,-1,0,-1,432,-1,-1,93.184.220.20,,560,,
7,,2019-10-08T17:34:17.285+03:00,POST,https://www.reverbnation.com/api/user/app_events,HTTP/1.1,1369,14,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,2,,,241,-1,0,-1,0,-1,-1,13.52.134.223,,242,,
8,,2019-10-08T17:34:17.296+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-T92MNF&l=_dataLayer,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,26967,,,104,-1,0,-1,71,-1,-1,216.58.207.72,,176,value,
9,,2019-10-08T17:34:17.421+03:00,GET,https://www.reverbnation.com/main/index_bottom_new,HTTP/1.1,1267,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1075,25047,,,499,-1,0,-1,4,-1,-1,13.52.134.223,,503,,
10,,2019-10-08T17:34:17.438+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/common/lib/sync.js?e3ac2274b7,HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,2611,,,86,-1,0,-1,730,-1,-1,93.184.220.20,,817,value,
11,,2019-10-08T17:34:17.442+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/header.js?e3ac2274b7,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,506,13986,,,84,-1,0,-1,490,-1,-1,93.184.220.20,,575,value,
12,,2019-10-08T17:34:17.443+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/player.js?e3ac2274b7,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,22856,,,83,-1,0,-1,183,-1,-1,93.184.220.20,,268,value,
13,,2019-10-08T17:34:17.445+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/video_player.js?e3ac2274b7,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,6045,,,88,-1,0,-1,1093,-1,-1,93.184.220.20,,1182,value,
14,,2019-10-08T17:34:17.772+03:00,GET,https://www.reverbnation.com/controller/audio_player/get_xml/?player=InlineAudioPlayer,HTTP/1.1,1284,0,,200,OK,HTTP/1.1,0,application/xml; charset=utf-8,,,1086,197,,,260,-1,0,-1,0,-1,-1,13.52.134.223,,261,value,
15,,2019-10-08T17:34:18.000+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/main/geo_location_utils.js?e3ac2274b7,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/javascript,,,503,304,,,100,-1,0,-1,0,-1,-1,93.184.220.20,,100,value,
16,,2019-10-08T17:34:18.002+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/charts.js?e3ac2274b7,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,9822,,,95,-1,0,-1,409,-1,-1,93.184.220.20,,505,value,
17,,2019-10-08T17:34:18.532+03:00,POST,https://www.reverbnation.com/api/charts/national,HTTP/1.1,1348,138,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,26451,,,427,-1,0,-1,3,-1,-1,13.52.134.223,,431,,
18,,2019-10-08T17:34:18.644+03:00,GET,https://www.youtube.com/iframe_api?e3ac2274b7,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,394,859,,,103,-1,0,-1,0,-1,-1,172.217.22.46,,104,value,
19,,2019-10-08T17:34:19.548+03:00,GET,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflLte76q/www-widgetapi.js,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,8697,,,85,770,0,0,2,794,0,172.217.18.174,,883,,
20,,2019-10-08T17:34:21.635+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15872,,,96,1178,0,0,28,4205,0,172.217.16.131,,4331,,
21,,2019-10-08T17:34:21.763+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmWUlfBBc4.woff2,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15816,,,87,-1,0,-1,19,-1,-1,172.217.16.131,,107,,
22,,2019-10-08T17:34:21.873+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOjCnqEu92Fr1Mu51TjASc6CsQ.woff2,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,17448,,,86,-1,0,-1,27,-1,-1,172.217.16.131,,114,,
23,,2019-10-08T17:34:21.990+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmSU5fBBc4.woff2,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15784,,,94,-1,0,-1,12,-1,-1,172.217.16.131,,108,,
24,,2019-10-08T17:34:22.100+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOkCnqEu92Fr1Mu51xIIzI.woff2,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,17324,,,84,-1,0,-1,21,-1,-1,172.217.16.131,,106,,
25,,2019-10-08T17:34:22.207+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOkCnqEu92Fr1MmgVxIIzI.woff2,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15808,,,84,-1,0,-1,17,-1,-1,172.217.16.131,,102,,
26,,2019-10-08T17:34:24.678+03:00,GET,https://connect.facebook.net/en_US/sdk.js?e3ac2274b7,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,144,7163,0,30,4,7199,0,31.13.92.14,,7380,value,
27,,2019-10-08T17:34:24.834+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,367,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,578,31625,,,87,-1,0,-1,83,-1,-1,31.13.92.14,,172,,
28,,2019-10-08T17:34:25.022+03:00,GET,https://connect.facebook.net/signals/config/727280160637499?v=2.9.4&r=stable,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,79752,,,93,-1,0,-1,72,-1,-1,31.13.92.14,,166,value,
29,,2019-10-08T17:34:25.209+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,10218,,,98,-1,0,-1,7,-1,-1,31.13.92.14,,106,value,
30,,2019-10-08T17:34:25.328+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=PageView&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570545265324&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=158&fbp=fb.1.1570545217381.279702905&it=1570545265019&coo=false&rqm=GET,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,106,-1,0,-1,0,-1,-1,31.13.92.36,,107,value,
31,,2019-10-08T17:34:25.843+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=Microdata&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570545265836&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22meta%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20music%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%7D&cd[OpenGraph]=%7B%22og%3Aimage%22%3A%5B%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-deck_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-artist_1200x630.png%22%5D%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Atitle%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22og%3Asite_name%22%3A%22ReverbNation%22%2C%22og%3Aurl%22%3A%22http%3A%2F%2Fwww.reverbnation.com%2F%22%2C%22og%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%2C%22og%3Alocale%22%3A%22en_us%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.4&r=stable&ec=1&o=158&fbp=fb.1.1570545217381.279702905&it=1570545265019&coo=false&es=automatic&rqm=GET,HTTP/1.1,2190,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,95,-1,1,-1,0,-1,-1,31.13.92.36,,96,value,
32,,2019-10-08T17:34:26.784+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/fonts/fontawesome/4.7.0/fontawesome-webfont.woff?1570529778,HTTP/1.1,562,0,,200,OK,HTTP/1.1,0,application/font-woff,,,428,98024,,,102,257,0,0,343,9348,0,93.184.220.20,,9795,value,
