,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T16:21:42.729+03:00,GET,http://ww7.good-v-evil.com/,HTTP/1.1,429,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,402,4028,,,5,264,-1,227,20,51,0,199.59.242.152,,570,
1,,2019-10-08T16:21:43.695+03:00,GET,http://www.google.com/adsense/domains/caf.js,HTTP/1.1,334,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,375,56275,,,1,139,-1,0,117,35,0,172.217.18.4,,293,
2,,2019-10-08T16:21:44.113+03:00,GET,http://ww7.good-v-evil.com/px.gif?ch=1&rn=6.495811799661897,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,image/gif,,,235,42,,,5,174,-1,-1,5,-1,-1,199.59.242.152,,184,value
3,,2019-10-08T16:21:44.135+03:00,GET,http://ww7.good-v-evil.com/px.gif?ch=2&rn=6.495811799661897,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,image/gif,,,235,42,,,0,269,-1,2,1,55,0,199.59.242.152,,330,value
