,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.ssl,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T08:10:18.879+03:00,GET,http://youarelistening.to/,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,216,3795,,,563,159,-1,3,6,0,51,69.163.153.84,,784,,
1,,2019-10-12T08:10:19.702+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,text/css,,,404,7336,,,157,0,-1,3,1,0,34,209.197.3.24,,197,,
2,,2019-10-12T08:10:19.733+03:00,GET,http://youarelistening.to/css/style.css,HTTP/1.1,347,0,,200,OK,HTTP/1.1,0,text/css,,,268,2286,,,245,-1,-1,4,0,-1,-1,69.163.153.84,,250,,
3,,2019-10-12T08:10:19.739+03:00,GET,http://connect.soundcloud.com/sdk.js,HTTP/1.1,333,0,,200,OK,HTTP/1.1,0,application/javascript,,,635,11656,,,114,203,-1,0,4,0,18,13.225.249.61,,341,,
4,,2019-10-12T08:10:19.739+03:00,GET,http://youarelistening.to/images/button_pause.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,249,680,,,428,2,-1,1,0,0,24,69.163.153.84,,458,,
5,,2019-10-12T08:10:19.740+03:00,GET,http://code.jquery.com/jquery-2.1.0.min.js,HTTP/1.1,332,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,457,29288,,,117,3,-1,0,41,0,28,209.197.3.24,,192,,
6,,2019-10-12T08:10:19.740+03:00,GET,http://code.jquery.com/ui/1.10.4/jquery-ui.min.js,HTTP/1.1,339,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,457,61269,,,115,3,-1,0,96,0,29,209.197.3.24,,245,,
7,,2019-10-12T08:10:19.741+03:00,GET,http://youarelistening.to/js/code.js?random=5da16451988cc,HTTP/1.1,350,0,,200,OK,HTTP/1.1,0,application/javascript,,,316,2956,,,430,2,-1,1,2,0,22,69.163.153.84,,459,value,
8,,2019-10-12T08:10:19.742+03:00,GET,http://ajax.googleapis.com/ajax/libs/swfobject/2.2/swfobject.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,489,3974,,,152,25,-1,0,1,0,37,172.217.22.42,,217,,
9,,2019-10-12T08:10:19.743+03:00,GET,http://w.soundcloud.com/player/api.js,HTTP/1.1,328,0,,301,Moved Permanently,HTTP/1.1,0,,,https://w.soundcloud.com/player/api.js,376,0,,,176,84,-1,0,0,0,17,13.225.249.11,,279,,
10,,2019-10-12T08:10:19.748+03:00,GET,http://youarelistening.to/images/button_back.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,249,906,,,425,0,-1,0,1,0,26,69.163.153.84,,453,,
11,,2019-10-12T08:10:20.004+03:00,GET,http://fonts.googleapis.com/css?family=Fugaz+One,HTTP/1.1,358,0,,200,OK,HTTP/1.1,0,text/css;charset=utf-8,,,486,291,,,122,3,-1,0,0,0,25,172.217.23.138,,152,value,
12,,2019-10-12T08:10:20.195+03:00,GET,http://youarelistening.to/images/bg_losangeles.jpg,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,image/jpeg,,,225,89815,,,493,-1,-1,0,9084,-1,-1,69.163.153.84,,9578,,
13,,2019-10-12T08:10:20.215+03:00,GET,http://youarelistening.to/images/button_forward.png,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,image/png,,,215,910,,,247,-1,-1,0,0,-1,-1,69.163.153.84,,248,,
14,,2019-10-12T08:10:20.467+03:00,GET,http://youarelistening.to/images/button_info.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,216,3084,,,244,-1,-1,0,1,-1,-1,69.163.153.84,,246,,
15,,2019-10-12T08:10:20.716+03:00,GET,http://youarelistening.to/images/button_map.png,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,image/png,,,216,3593,,,248,-1,-1,0,0,-1,-1,69.163.153.84,,249,,
16,,2019-10-12T08:10:20.969+03:00,GET,http://youarelistening.to/images/button_sound.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,216,3969,,,263,-1,-1,0,0,-1,-1,69.163.153.84,,264,,
17,,2019-10-12T08:10:21.238+03:00,GET,http://youarelistening.to/images/button_list.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,216,2976,,,248,-1,-1,0,0,-1,-1,69.163.153.84,,249,,
18,,2019-10-12T08:10:21.491+03:00,GET,http://youarelistening.to/images/button_share.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,216,1204,,,240,-1,-1,0,0,-1,-1,69.163.153.84,,241,,
19,,2019-10-12T08:10:21.736+03:00,GET,http://youarelistening.to/images/button_fs.png,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,image/png,,,216,1038,,,255,-1,-1,0,0,-1,-1,69.163.153.84,,256,,
20,,2019-10-12T08:10:21.999+03:00,GET,http://youarelistening.to/images/icon_fb.png,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,image/png,,,215,509,,,242,-1,-1,0,0,-1,-1,69.163.153.84,,243,,
21,,2019-10-12T08:10:22.246+03:00,GET,http://youarelistening.to/images/icon_tumblr.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,217,9560,,,257,-1,-1,0,0,-1,-1,69.163.153.84,,258,,
22,,2019-10-12T08:10:22.509+03:00,GET,http://youarelistening.to/images/icon_twitter.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,217,4414,,,253,-1,-1,0,0,-1,-1,69.163.153.84,,254,,
23,,2019-10-12T08:10:22.767+03:00,GET,http://youarelistening.to/images/icon_reddit.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,218,61582,,,245,-1,-1,0,418,-1,-1,69.163.153.84,,664,,
24,,2019-10-12T08:10:23.005+03:00,GET,https://w.soundcloud.com/player/api.js,HTTP/1.1,331,0,,200,OK,HTTP/1.1,0,application/javascript,,,681,2256,,,160,0,2917,1,0,0,2949,13.225.249.11,,3112,,
25,,2019-10-12T08:10:23.180+03:00,GET,http://youarelistening.to/images/icon_email.png,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,image/png,,,250,3027,,,430,-1,-1,0,0,-1,26,69.163.153.84,,458,,
26,,2019-10-12T08:10:23.180+03:00,GET,http://youarelistening.to/images/icon_gplus.png,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,image/png,,,250,2025,,,428,-1,-1,0,1,-1,26,69.163.153.84,,457,,
27,,2019-10-12T08:10:23.181+03:00,GET,http://youarelistening.to/images/icon_soundcloud.png,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/png,,,251,4519,,,423,0,-1,0,0,0,32,69.163.153.84,,457,,
28,,2019-10-12T08:10:23.182+03:00,GET,http://youarelistening.to/images/icon_broadcastify.png,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,image/png,,,252,12324,,,425,0,-1,0,3,0,24,69.163.153.84,,454,,
29,,2019-10-12T08:10:23.187+03:00,GET,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/playlists/5281179&auto_play=false,HTTP/1.1,570,0,,200,OK,HTTP/1.1,0,text/html,,,574,5885,,,349,-1,-1,0,0,-1,-1,13.225.249.11,,351,value,
30,,2019-10-12T08:10:23.413+03:00,GET,http://platform.twitter.com/widgets.js,HTTP/1.1,333,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,506,28700,,,112,29,-1,0,38,0,27,93.184.220.66,,208,,
31,,2019-10-12T08:10:23.413+03:00,GET,http://relay.broadcastify.com/1xfcnmdgthz0v32,HTTP/1.1,365,0,,302,Moved Temporarily,HTTP/1.1,0,text/html,,http://audio13.broadcastify.com/1xfcnmdgthz0v32?nocache=3333585&xan=xtf9912b,251,126,,,280,87,-1,0,0,0,24,3.213.28.91,,393,,
32,,2019-10-12T08:10:23.431+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,image/png,,,377,260,,,88,-1,-1,0,0,-1,-1,209.197.3.24,,88,,
33,,2019-10-12T08:10:23.431+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,377,332,,,87,-1,-1,0,0,-1,-1,209.197.3.24,,88,,
34,,2019-10-12T08:10:23.434+03:00,GET,http://youarelistening.to/images/vc_volume.png,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,image/png,,,215,603,,,240,-1,-1,0,0,-1,-1,69.163.153.84,,241,,
35,,2019-10-12T08:10:23.438+03:00,GET,http://fonts.gstatic.com/s/fugazone/v9/rax_HiWKp9EAITukFsl8Axhf.woff2,HTTP/1.1,418,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,10876,,,118,24,-1,0,1,0,34,172.217.21.227,,179,,
36,,2019-10-12T08:10:23.642+03:00,GET,http://youarelistening.to/images/vc_handle.png,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,image/png,,,216,1167,,,240,-1,-1,0,0,-1,-1,69.163.153.84,,240,,
37,,2019-10-12T08:10:23.714+03:00,GET,http://youarelistening.to/images/thumb_losangeles.png,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,image/png,,,220,226741,,,259,-1,-1,0,837,-1,-1,69.163.153.84,,1098,,
38,,2019-10-12T08:10:23.813+03:00,GET,http://audio13.broadcastify.com/1xfcnmdgthz0v32?nocache=3333585&xan=xtf9912b,HTTP/1.1,398,0,,200,OK,HTTP/1.0,0,audio/mpeg,,,282,-1,,,373,89,-1,0,0,0,23,169.46.233.71,,486,value,
39,,2019-10-12T08:10:25.947+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=http%3A%2F%2Fyouarelistening.to,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,93,0,2196,0,2,0,2229,93.184.220.66,,2327,value,
40,,2019-10-12T08:10:26.153+03:00,GET,https://platform.twitter.com/js/moment~timeline~tweet.ec04a6cb5ba879d0e0db41f211639fdf.js,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,7914,,,89,-1,-1,0,5,-1,-1,93.184.220.66,,94,,
41,,2019-10-12T08:10:26.253+03:00,GET,https://platform.twitter.com/js/timeline.0a7b4db67eacd23e35c5ce02e6ea3470.js,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,7038,,,87,-1,-1,0,55,-1,-1,93.184.220.66,,143,,
42,,2019-10-12T08:10:27.249+03:00,GET,https://widget.sndcdn.com/widget-8b6aeef-7505829a.js,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,application/javascript,,,677,324434,,,92,85,3581,0,1738,0,3608,13.225.249.23,,5525,,
43,,2019-10-12T08:10:27.263+03:00,GET,https://widget.sndcdn.com/multi-sounds-5b68f4d-7a528cf9.js,HTTP/1.1,480,0,,200,OK,HTTP/1.1,0,application/javascript,,,677,60566,,,86,86,3595,1,303,0,3618,13.225.249.23,,4096,,
44,,2019-10-12T08:10:27.702+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,331,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,87,0,4273,1,53,0,4302,216.58.206.14,,4444,,
45,,2019-10-12T08:10:27.884+03:00,GET,https://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1139964183&utmhn=youarelistening.to&utmcs=UTF-8&utmsr=800x600&utmvp=800x579&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=You%20are%20listening%20to%20Los%20Angeles&utmhid=665095717&utmr=-&utmp=%2F&utmht=1570857027877&utmac=UA-3124751-10&utmcc=__utma%3D80735135.706062963.1570857028.1570857028.1570857028.1%3B%2B__utmz%3D80735135.1570857028.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1877509569&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,862,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3124751-10&cid=706062963.1570857028&jid=1877509569&_v=5.7.2&z=1139964183,605,370,,,87,-1,-1,0,0,-1,-1,216.58.206.14,,87,value,
46,,2019-10-12T08:10:28.310+03:00,GET,https://cdn.syndication.twimg.com/timeline/profile?callback=__twttr.callbacks.tl_i0_profile_idontlikewords_old&dnt=false&domain=youarelistening.to&lang=en&screen_name=idontlikewords&suppress_response_codes=true&t=1745396&tz=GMT%2B0300&with_replies=false,HTTP/1.1,571,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,647,2673,,,243,27,1842,0,124,0,1861,192.229.233.50,,2256,value,
47,,2019-10-12T08:10:28.690+03:00,GET,https://platform.twitter.com/css/timeline.9bf5093a19cec463852b31b784bf047a.light.ltr.css,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,498,12281,,,82,-1,-1,0,9,-1,-1,93.184.220.66,,93,,
48,,2019-10-12T08:10:28.777+03:00,GET,https://platform.twitter.com/css/timeline.9bf5093a19cec463852b31b784bf047a.light.ltr.css,HTTP/1.1,442,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,498,12281,,,83,0,223,0,6,0,254,93.184.220.66,,345,,
49,,2019-10-12T08:10:31.278+03:00,GET,https://pbs.twimg.com/profile_images/847876477865541632/nP3ArQYL_normal.jpg,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,image/jpeg,,,582,1959,,,89,34,2413,0,1,0,2447,192.229.233.50,,2575,,
