,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.wait,timings.send,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,response._error
0,,2019-10-08T16:31:31.201+03:00,GET,https://www.linkedin.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2491,8568,,,1324,76,322,2,0,1362,14,185.63.145.1,,1778,
1,,2019-10-08T16:31:34.095+03:00,GET,https://static-exp1.licdn.com/sc/h/3j6zm0c1mstkwjrb91ltlxbh5,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,767,14780,,,2442,33,1009,1,0,2478,0,212.55.190.51,,3523,
2,,2019-10-08T16:31:34.110+03:00,GET,https://static-exp1.licdn.com/sc/h/eziq3qqkuwxrtru4bng5hejve,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,774,22839,,,2462,33,198,0,0,2499,50,212.55.190.51,,2783,
3,,2019-10-08T16:31:34.110+03:00,GET,https://static-exp1.licdn.com/sc/h/ddho7et5nifmzos8a28j4jg6j,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,804,13167,,,2463,36,868,0,0,2500,2,212.55.190.51,,3408,
4,,2019-10-08T16:31:35.126+03:00,GET,https://static-exp1.licdn.com/sc/h/dwbhts1flzdnzba22yn8887io,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,349,,,-1,-1,91,0,-1,-1,1,212.55.190.51,,93,
5,,2019-10-08T16:31:35.304+03:00,GET,https://static-exp1.licdn.com/sc/h/1fyj4hwfi29ai78rqj069u65r,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,-1,0,212.55.190.51,,0,No response received
6,,2019-10-08T16:31:35.304+03:00,GET,https://static-exp1.licdn.com/sc/h/44ge8ey0omn5oqp0k388nhe7g,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,202,,,-1,-1,32,0,-1,-1,0,212.55.190.51,,33,
7,,2019-10-08T16:31:35.307+03:00,GET,https://static-exp1.licdn.com/sc/h/3z4gbn751g6l5onl9gg9s5ckg,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,315,,,-1,-1,29,0,-1,-1,0,212.55.190.51,,31,
