,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T17:36:49.444+03:00,GET,https://www.codecademy.com/,HTTP/1.1,1190,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,894,20813,,,263,-1,0,-1,-1,22,-1,104.20.25.250,,286,,
1,,2019-10-11T17:36:49.756+03:00,GET,https://www.codecademy.com/webpack/105.b0ca2c49a6d3e4f35cbc.chunk.css,HTTP/1.1,1126,0,,200,OK,HTTP/1.1,0,text/css,,,534,1972,,,127,-1,0,-1,-1,0,-1,104.20.25.250,,129,,
2,,2019-10-11T17:36:49.757+03:00,GET,https://www.codecademy.com/webpack/7.76c67b49e29df656210e.chunk.css,HTTP/1.1,1124,0,,200,OK,HTTP/1.1,0,text/css,,,533,208,,,124,-1,0,-1,-1,0,-1,104.20.25.250,,126,,
3,,2019-10-11T17:36:49.758+03:00,GET,https://www.codecademy.com/webpack/30.5aef409b13034b8393c0.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,533,252,,,126,-1,0,-1,-1,0,-1,104.20.25.250,,128,,
4,,2019-10-11T17:36:49.760+03:00,GET,https://www.codecademy.com/webpack/33.68bde9f8d8e049a57945.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,533,131,,,106,-1,0,-1,-1,0,-1,104.20.25.250,,108,,
5,,2019-10-11T17:36:49.761+03:00,GET,https://www.codecademy.com/webpack/35.a5c741a5e238200f94d3.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,534,1478,,,108,-1,0,-1,-1,0,-1,104.20.25.250,,110,,
6,,2019-10-11T17:36:49.765+03:00,GET,https://www.codecademy.com/webpack/74.4d78988499577313336d.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,534,5181,,,125,-1,0,-1,-1,0,-1,104.20.25.250,,126,,
7,,2019-10-11T17:36:49.888+03:00,GET,https://www.codecademy.com/webpack/76.56a72f875e30b76d4158.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,533,268,,,104,-1,2,-1,-1,0,-1,104.20.25.250,,107,,
8,,2019-10-11T17:36:49.888+03:00,GET,https://www.codecademy.com/webpack/91.4a2e66824076c2a0f6ba.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,533,339,,,104,-1,2,-1,-1,0,-1,104.20.25.250,,107,,
9,,2019-10-11T17:36:49.909+03:00,GET,https://www.codecademy.com/webpack/111.6cc12a1df6b7ccb47bab.chunk.css,HTTP/1.1,1126,0,,200,OK,HTTP/1.1,0,text/css,,,518,461,,,117,-1,1,-1,-1,0,-1,104.20.25.250,,118,,
10,,2019-10-11T17:36:49.909+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1124,0,,200,OK,HTTP/1.1,0,text/css,,,532,325,,,110,-1,1,-1,-1,0,-1,104.20.25.250,,112,,
11,,2019-10-11T17:36:49.909+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1124,0,,200,OK,HTTP/1.1,0,text/css,,,532,147,,,113,-1,0,-1,-1,0,-1,104.20.25.250,,114,,
12,,2019-10-11T17:36:49.910+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1124,0,,200,OK,HTTP/1.1,0,text/css,,,532,482,,,119,-1,0,-1,-1,0,-1,104.20.25.250,,121,,
13,,2019-10-11T17:36:50.011+03:00,GET,https://www.codecademy.com/webpack/23.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,534,1502,,,109,-1,1,-1,-1,0,-1,104.20.25.250,,111,,
14,,2019-10-11T17:36:50.011+03:00,GET,https://www.codecademy.com/webpack/65.45214f5047bee175b0de.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,533,249,,,94,-1,1,-1,-1,0,-1,104.20.25.250,,96,,
15,,2019-10-11T17:36:50.028+03:00,GET,https://www.codecademy.com/webpack/78.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,110,-1,1,-1,-1,0,-1,104.20.25.250,,111,,
16,,2019-10-11T17:36:50.037+03:00,GET,https://www.codecademy.com/webpack/90.d803e06b6ca2b421f9ad.chunk.css,HTTP/1.1,1125,0,,200,OK,HTTP/1.1,0,text/css,,,533,653,,,97,-1,1,-1,-1,0,-1,104.20.25.250,,98,,
17,,2019-10-11T17:36:50.039+03:00,GET,https://www.codecademy.com/webpack/110.e96df2b662230d8d1849.chunk.css,HTTP/1.1,1126,0,,200,OK,HTTP/1.1,0,text/css,,,534,1250,,,100,-1,1,-1,-1,0,-1,104.20.25.250,,102,,
18,,2019-10-11T17:36:50.040+03:00,GET,https://www.codecademy.com/webpack/157.ea4a780c80a2b836eaf7.chunk.css,HTTP/1.1,1126,0,,200,OK,HTTP/1.1,0,text/css,,,533,477,,,98,-1,1,-1,-1,0,-1,104.20.25.250,,99,,
