,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time
0,,2019-10-11T18:57:12.533+03:00,GET,https://www.ineedaprompt.com/,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,270,14123,,,166,2,260,2287,11,0,2326,192.241.177.50,,2767
1,,2019-10-11T18:57:12.832+03:00,GET,https://www.ineedaprompt.com/styles.css,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,327,5635,,,-1,1,172,-1,1,-1,-1,192.241.177.50,,175
2,,2019-10-11T18:57:13.021+03:00,GET,https://www.ineedaprompt.com/ineedaprompt.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,326,7890,,,-1,2,183,-1,1,-1,-1,192.241.177.50,,187
3,,2019-10-11T18:57:13.127+03:00,GET,https://www.ineedaprompt.com/script.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/javascript,,,326,4454,,,0,2,181,264,2,0,288,192.241.177.50,,475
