,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T15:13:35.385+03:00,GET,http://www.flashbynight.com/,HTTP/1.1,431,0,,200,OK,HTTP/1.1,0,text/html,,,249,2944,,,20,46,0,2,-1,749,3,182.239.42.187,,824,
1,,2019-10-11T15:13:36.260+03:00,GET,http://www.flashbynight.com/main.css,HTTP/1.1,348,0,,200,OK,HTTP/1.1,0,text/css,,,303,2213,,,1,-1,-1,-1,-1,36,4,182.239.42.187,,43,
2,,2019-10-11T15:13:36.265+03:00,GET,http://www.flashbynight.com/controller.js,HTTP/1.1,338,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,321,3840,,,4,32,0,2,-1,50,2,182.239.42.187,,91,
3,,2019-10-11T15:13:36.265+03:00,GET,http://www.flashbynight.com/jquery.js,HTTP/1.1,334,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,366,32857,,,43,31,0,2,-1,31,2,182.239.42.187,,111,
4,,2019-10-11T15:13:36.267+03:00,GET,http://www.flashbynight.com/newimg/coffeecup.png,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/png,,,305,3019,,,1,30,0,1,-1,30,2,182.239.42.187,,64,
5,,2019-10-11T15:13:36.267+03:00,GET,http://www.flashbynight.com/newimg/headerblack2.png,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,image/png,,,306,5259,,,1,30,0,0,-1,29,2,182.239.42.187,,65,
6,,2019-10-11T15:13:36.267+03:00,GET,http://www.flashbynight.com/deviceDetection.js,HTTP/1.1,343,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,321,1465,,,1,31,0,0,-1,32,2,182.239.42.187,,68,
7,,2019-10-11T15:13:36.368+03:00,GET,http://www.flashbynight.com/newimg/goright.png,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,image/png,,,306,2633,,,0,-1,-1,-1,-1,41,0,182.239.42.187,,42,
8,,2019-10-11T15:13:36.373+03:00,GET,http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,367,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,536,36826,,,76,34,0,0,-1,165,0,172.217.21.226,,277,
9,,2019-10-11T15:13:36.402+03:00,GET,http://www.flashbynight.com/newimg/goleft.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,305,2834,,,0,-1,-1,-1,-1,37,0,182.239.42.187,,38,
