,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:05:00.526+03:00,GET,https://www.codecademy.com/,HTTP/1.1,1140,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,894,20846,,,-1,6,-1,-1,0,-1,249,104.20.25.250,,256,,
1,,2019-10-08T16:05:01.051+03:00,GET,https://www.codecademy.com/webpack/104.b0ca2c49a6d3e4f35cbc.chunk.css,HTTP/1.1,1076,0,,200,OK,HTTP/1.1,0,text/css,,,534,1973,,,-1,0,-1,-1,0,-1,108,104.20.25.250,,109,,
2,,2019-10-08T16:05:01.051+03:00,GET,https://www.codecademy.com/webpack/7.76c67b49e29df656210e.chunk.css,HTTP/1.1,1074,0,,200,OK,HTTP/1.1,0,text/css,,,533,208,,,-1,0,-1,-1,0,-1,110,104.20.25.250,,111,,
3,,2019-10-08T16:05:01.052+03:00,GET,https://www.codecademy.com/webpack/36.a5c741a5e238200f94d3.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,534,1478,,,-1,0,-1,-1,0,-1,101,104.20.25.250,,102,,
4,,2019-10-08T16:05:01.053+03:00,GET,https://www.codecademy.com/webpack/73.4d78988499577313336d.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,534,5181,,,-1,0,-1,-1,0,-1,107,104.20.25.250,,108,,
5,,2019-10-08T16:05:01.171+03:00,GET,https://www.codecademy.com/webpack/75.56a72f875e30b76d4158.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,533,268,,,-1,0,-1,-1,0,-1,95,104.20.25.250,,97,,
6,,2019-10-08T16:05:01.171+03:00,GET,https://www.codecademy.com/webpack/91.4a2e66824076c2a0f6ba.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,518,339,,,-1,0,-1,-1,1,-1,95,104.20.25.250,,97,,
7,,2019-10-08T16:05:01.172+03:00,GET,https://www.codecademy.com/webpack/110.6cc12a1df6b7ccb47bab.chunk.css,HTTP/1.1,1076,0,,200,OK,HTTP/1.1,0,text/css,,,533,461,,,-1,0,-1,-1,0,-1,102,104.20.25.250,,103,,
8,,2019-10-08T16:05:01.172+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1074,0,,200,OK,HTTP/1.1,0,text/css,,,533,325,,,-1,0,-1,-1,0,-1,100,104.20.25.250,,101,,
9,,2019-10-08T16:05:01.273+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1074,0,,200,OK,HTTP/1.1,0,text/css,,,533,147,,,-1,0,-1,-1,0,-1,104,104.20.25.250,,105,,
10,,2019-10-08T16:05:01.273+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1074,0,,200,OK,HTTP/1.1,0,text/css,,,533,482,,,-1,0,-1,-1,0,-1,103,104.20.25.250,,104,,
11,,2019-10-08T16:05:01.276+03:00,GET,https://www.codecademy.com/webpack/24.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,534,1502,,,-1,0,-1,-1,0,-1,100,104.20.25.250,,101,,
12,,2019-10-08T16:05:01.278+03:00,GET,https://www.codecademy.com/webpack/64.45214f5047bee175b0de.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,533,248,,,-1,0,-1,-1,0,-1,101,104.20.25.250,,102,,
13,,2019-10-08T16:05:01.385+03:00,GET,https://www.codecademy.com/webpack/77.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,-1,0,-1,-1,0,-1,112,104.20.25.250,,113,,
14,,2019-10-08T16:05:01.385+03:00,GET,https://www.codecademy.com/webpack/90.d803e06b6ca2b421f9ad.chunk.css,HTTP/1.1,1075,0,,200,OK,HTTP/1.1,0,text/css,,,533,653,,,-1,0,-1,-1,0,-1,112,104.20.25.250,,113,,
