,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,response._error
0,,2019-10-08T16:39:12.828+03:00,GET,https://www.linkedin.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2427,8571,,,2,303,81,1826,1879,29,0,108.174.11.1,,2296,
1,,2019-10-08T16:39:14.534+03:00,GET,https://static-exp1.licdn.com/sc/h/3j6zm0c1mstkwjrb91ltlxbh5,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,767,14780,,,0,1054,66,1243,1263,1,0,212.55.190.51,,2386,
2,,2019-10-08T16:39:14.534+03:00,GET,https://static-exp1.licdn.com/sc/h/eziq3qqkuwxrtru4bng5hejve,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,774,22839,,,0,182,63,1247,1275,6,0,212.55.190.51,,1528,
3,,2019-10-08T16:39:14.557+03:00,GET,https://static-exp1.licdn.com/sc/h/ddho7et5nifmzos8a28j4jg6j,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,804,13167,,,0,902,62,1265,1285,3,0,212.55.190.51,,2255,
4,,2019-10-08T16:39:15.637+03:00,GET,https://static-exp1.licdn.com/sc/h/dwbhts1flzdnzba22yn8887io,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,349,,,0,87,-1,-1,-1,0,-1,212.55.190.51,,88,
5,,2019-10-08T16:39:15.783+03:00,GET,https://static-exp1.licdn.com/sc/h/44ge8ey0omn5oqp0k388nhe7g,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,212.55.190.51,,0,No response received
6,,2019-10-08T16:39:15.783+03:00,GET,https://static-exp1.licdn.com/sc/h/1fyj4hwfi29ai78rqj069u65r,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,212.55.190.51,,0,No response received
7,,2019-10-08T16:39:15.786+03:00,GET,https://static-exp1.licdn.com/sc/h/3z4gbn751g6l5onl9gg9s5ckg,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,6,0,-1,-1,-1,0,-1,212.55.190.51,,6,No response received
