,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.dns,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T16:09:41.236+03:00,GET,https://beta.freerice.com/,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,text/html,,,662,3831,,,21,4425,0,2,238,96,4390,151.101.18.133,,4784,
1,,2019-10-08T16:09:41.393+03:00,GET,https://beta.freerice.com/static/css/main.99e40889.chunk.css,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/css,,,663,14491,,,52,-1,-1,2,-1,96,-1,151.101.18.133,,152,
2,,2019-10-08T16:09:41.556+03:00,GET,https://beta.freerice.com/assets/oil/oil.1.2.2-RELEASE.min.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,application/javascript,,,678,27315,,,55,-1,-1,0,-1,84,-1,151.101.18.133,,140,
3,,2019-10-08T16:09:41.559+03:00,GET,https://beta.freerice.com/static/js/main.f4b3d39b.chunk.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,application/javascript,,,678,59912,,,130,159,0,1,0,95,125,151.101.18.133,,387,
4,,2019-10-08T16:09:41.559+03:00,GET,https://beta.freerice.com/static/js/2.870e4b6e.chunk.js,HTTP/1.1,374,0,,200,OK,HTTP/1.1,0,application/javascript,,,678,115779,,,172,159,0,0,0,90,125,151.101.18.133,,423,
5,,2019-10-08T16:09:42.738+03:00,GET,https://polyfill.io/v3/polyfill.min.js?features=default%2CArray.prototype.find%2CArray.prototype.includes,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,696,74,,,0,1300,0,0,38,90,1273,151.101.194.109,,1431,value
6,,2019-10-08T16:09:43.037+03:00,GET,https://beta.freerice.com/static/media/logo.39e48f11.svg,HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,667,5297,,,1,-1,-1,0,-1,87,-1,151.101.18.133,,89,
7,,2019-10-08T16:09:43.041+03:00,GET,https://beta.freerice.com/static/media/anonymous.6af2173d.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,400,,,0,-1,-1,0,-1,88,-1,151.101.18.133,,89,
8,,2019-10-08T16:09:43.092+03:00,GET,https://beta.freerice.com/static/media/OpenSans-Bold.0ac670c8.woff2,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,font/woff2,,,616,14636,,,46,159,0,1,0,108,125,151.101.18.133,,315,
9,,2019-10-08T16:09:43.200+03:00,GET,https://beta.freerice.com/static/media/OpenSans-Regular.9bd6fd3f.woff2,HTTP/1.1,455,0,,200,OK,HTTP/1.1,0,font/woff2,,,616,13964,,,4,-1,-1,1,-1,93,-1,151.101.18.133,,100,
10,,2019-10-08T16:09:45.164+03:00,GET,https://oil.axelspringer.com/release/1.2.2/1.1.2.2-RELEASE.chunk.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,505,2384,,,3,2141,0,0,145,116,2110,108.128.91.10,,2407,
11,,2019-10-08T16:09:45.182+03:00,GET,https://oil.axelspringer.com/release/1.2.2/0.1.2.2-RELEASE.chunk.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,505,11657,,,61,2159,0,0,145,127,2128,108.128.91.10,,2494,
