,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time
0,,2019-10-12T16:14:25.083+03:00,CONNECT,https://habitrpg.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,Unable to connect to host,,0,103,0,-1,0,392,0,23.23.73.228,,496
