,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:28:17.209+03:00,GET,http://youarelistening.to/,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,216,3724,,,11,710,2,-1,20,0,57,69.163.153.84,,802,,
1,,2019-10-08T16:28:18.072+03:00,GET,http://youarelistening.to/css/style.css,HTTP/1.1,347,0,,200,OK,HTTP/1.1,0,text/css,,,268,2286,,,5,246,-1,-1,0,-1,-1,69.163.153.84,,252,,
2,,2019-10-08T16:28:18.073+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,text/css,,,404,7336,,,0,120,26,-1,5,0,37,209.197.3.24,,191,,
3,,2019-10-08T16:28:18.080+03:00,GET,http://youarelistening.to/images/button_pause.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,249,680,,,1,426,2,-1,1,0,31,69.163.153.84,,463,,
4,,2019-10-08T16:28:18.080+03:00,GET,http://youarelistening.to/js/code.js?random=5d9c93040f392,HTTP/1.1,350,0,,200,OK,HTTP/1.1,0,application/javascript,,,316,2956,,,1,519,2,-1,0,0,30,69.163.153.84,,554,value,
5,,2019-10-08T16:28:18.080+03:00,GET,http://ajax.googleapis.com/ajax/libs/swfobject/2.2/swfobject.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,490,3974,,,1,117,1,-1,3,0,31,172.217.22.74,,155,,
6,,2019-10-08T16:28:18.082+03:00,GET,http://code.jquery.com/jquery-2.1.0.min.js,HTTP/1.1,332,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,457,29288,,,0,118,17,-1,43,0,28,209.197.3.24,,208,,
7,,2019-10-08T16:28:18.082+03:00,GET,http://connect.soundcloud.com/sdk.js,HTTP/1.1,333,0,,200,OK,HTTP/1.1,0,application/javascript,,,634,11618,,,0,129,90,-1,4,0,34,143.204.192.12,,258,,
8,,2019-10-08T16:28:18.084+03:00,GET,http://w.soundcloud.com/player/api.js,HTTP/1.1,328,0,,301,Moved Permanently,HTTP/1.1,0,,,https://w.soundcloud.com/player/api.js,387,0,,,0,115,84,-1,0,0,38,13.224.132.128,,240,,
9,,2019-10-08T16:28:18.084+03:00,GET,http://code.jquery.com/ui/1.10.4/jquery-ui.min.js,HTTP/1.1,339,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,457,61269,,,0,118,15,-1,99,0,28,209.197.3.24,,263,,
10,,2019-10-08T16:28:18.139+03:00,GET,http://youarelistening.to/images/button_back.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,249,906,,,0,431,0,-1,0,0,27,69.163.153.84,,460,,
11,,2019-10-08T16:28:18.321+03:00,GET,http://fonts.googleapis.com/css?family=Fugaz+One,HTTP/1.1,358,0,,200,OK,HTTP/1.1,0,text/css;charset=utf-8,,,486,291,,,0,114,0,-1,1,0,41,216.58.207.42,,158,value,
12,,2019-10-08T16:28:18.555+03:00,GET,http://youarelistening.to/images/button_forward.png,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,image/png,,,215,910,,,0,243,-1,-1,0,-1,-1,69.163.153.84,,244,,
13,,2019-10-08T16:28:18.571+03:00,GET,http://youarelistening.to/images/bg_losangeles.jpg,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,image/jpeg,,,225,89815,,,0,506,-1,-1,9083,-1,-1,69.163.153.84,,9590,,
14,,2019-10-08T16:28:18.828+03:00,GET,http://youarelistening.to/images/button_info.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,216,3084,,,0,261,-1,-1,0,-1,-1,69.163.153.84,,262,,
15,,2019-10-08T16:28:19.095+03:00,GET,http://youarelistening.to/images/button_map.png,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,image/png,,,216,3593,,,0,247,-1,-1,1,-1,-1,69.163.153.84,,249,,
16,,2019-10-08T16:28:19.439+03:00,GET,http://youarelistening.to/images/button_sound.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,216,3969,,,0,253,-1,-1,1,-1,-1,69.163.153.84,,255,,
17,,2019-10-08T16:28:19.716+03:00,GET,http://youarelistening.to/images/button_list.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,216,2976,,,0,262,-1,-1,0,-1,-1,69.163.153.84,,263,,
18,,2019-10-08T16:28:19.994+03:00,GET,http://youarelistening.to/images/button_share.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,216,1204,,,0,249,-1,-1,0,-1,-1,69.163.153.84,,250,,
19,,2019-10-08T16:28:20.253+03:00,GET,http://youarelistening.to/images/button_fs.png,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,image/png,,,216,1038,,,0,259,-1,-1,0,-1,-1,69.163.153.84,,259,,
20,,2019-10-08T16:28:20.548+03:00,GET,http://youarelistening.to/images/icon_fb.png,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,image/png,,,215,509,,,0,255,-1,-1,0,-1,-1,69.163.153.84,,255,,
21,,2019-10-08T16:28:20.808+03:00,GET,http://youarelistening.to/images/icon_tumblr.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,217,9560,,,0,244,-1,-1,0,-1,-1,69.163.153.84,,246,,
22,,2019-10-08T16:28:21.080+03:00,GET,http://youarelistening.to/images/icon_twitter.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,217,4414,,,0,278,-1,-1,0,-1,-1,69.163.153.84,,279,,
23,,2019-10-08T16:28:21.364+03:00,GET,http://youarelistening.to/images/icon_reddit.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,218,61582,,,0,260,-1,-1,418,-1,-1,69.163.153.84,,678,,
24,,2019-10-08T16:28:22.046+03:00,GET,http://youarelistening.to/images/icon_gplus.png,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,image/png,,,216,2025,,,0,258,-1,-1,0,-1,-1,69.163.153.84,,258,,
25,,2019-10-08T16:28:22.309+03:00,GET,http://youarelistening.to/images/icon_email.png,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,image/png,,,216,3027,,,0,244,-1,-1,0,-1,-1,69.163.153.84,,244,,
26,,2019-10-08T16:28:22.559+03:00,GET,http://youarelistening.to/images/icon_soundcloud.png,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/png,,,217,4519,,,0,245,-1,-1,2,-1,-1,69.163.153.84,,247,,
27,,2019-10-08T16:28:22.833+03:00,GET,http://youarelistening.to/images/icon_broadcastify.png,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,image/png,,,218,12324,,,0,250,-1,-1,8,-1,-1,69.163.153.84,,259,,
28,,2019-10-08T16:28:23.110+03:00,GET,http://youarelistening.to/images/thumb_losangeles.png,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,image/png,,,220,226741,,,0,259,-1,-1,242,-1,-1,69.163.153.84,,503,,
29,,2019-10-08T16:28:23.385+03:00,GET,https://w.soundcloud.com/player/api.js,HTTP/1.1,331,0,,200,OK,HTTP/1.1,0,application/javascript,,,689,2235,,,2,93,0,4985,2,0,5009,13.224.132.128,,5107,,
30,,2019-10-08T16:28:23.525+03:00,GET,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/playlists/53272972&auto_play=false,HTTP/1.1,571,0,,200,OK,HTTP/1.1,0,text/html,,,573,5052,,,0,412,-1,-1,8,-1,-1,13.224.132.128,,421,value,
31,,2019-10-08T16:28:23.529+03:00,GET,http://youarelistening.to/images/vc_volume.png,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,image/png,,,249,603,,,0,430,-1,-1,0,-1,27,69.163.153.84,,459,,
32,,2019-10-08T16:28:23.643+03:00,GET,http://relay.broadcastify.com/nwqy495df07jkvs,HTTP/1.1,365,0,,302,Moved Temporarily,HTTP/1.1,0,text/html,,http://audio10.broadcastify.com/nwqy495df07jkvs?nocache=4277039&xan=xtf9912b,251,126,,,2,270,88,-1,0,0,32,54.84.173.89,,394,,
33,,2019-10-08T16:28:23.645+03:00,GET,http://platform.twitter.com/widgets.js,HTTP/1.1,333,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,515,28700,,,0,52,35,-1,30,0,26,192.229.233.25,,145,,
34,,2019-10-08T16:28:23.661+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,image/png,,,377,260,,,0,100,-1,-1,1,-1,-1,209.197.3.24,,102,,
35,,2019-10-08T16:28:23.661+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,377,332,,,0,101,-1,-1,1,-1,-1,209.197.3.24,,104,,
36,,2019-10-08T16:28:23.661+03:00,GET,http://youarelistening.to/images/vc_handle.png,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,image/png,,,216,1167,,,0,248,-1,-1,0,-1,-1,69.163.153.84,,249,,
37,,2019-10-08T16:28:23.665+03:00,GET,http://fonts.gstatic.com/s/fugazone/v9/rax_HiWKp9EAITukFsl8Axhf.woff2,HTTP/1.1,418,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,10876,,,0,121,0,-1,2,0,27,172.217.16.131,,152,,
38,,2019-10-08T16:28:24.041+03:00,GET,http://audio10.broadcastify.com/nwqy495df07jkvs?nocache=4277039&xan=xtf9912b,HTTP/1.1,398,0,,200,OK,HTTP/1.0,0,audio/mpeg,,,282,-1,,,0,438,78,-1,0,0,20,107.182.233.173,,537,value,
39,,2019-10-08T16:28:27.146+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,331,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,0,89,27,3461,28,0,3489,172.217.22.110,,3636,,
40,,2019-10-08T16:28:27.289+03:00,GET,https://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1712381652&utmhn=youarelistening.to&utmcs=UTF-8&utmsr=800x600&utmvp=800x579&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=You%20are%20listening%20to%20Los%20Angeles&utmhid=548241773&utmr=-&utmp=%2F&utmht=1570541307271&utmac=UA-3124751-10&utmcc=__utma%3D80735135.845258168.1570541307.1570541307.1570541307.1%3B%2B__utmz%3D80735135.1570541307.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=741505403&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,861,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3124751-10&cid=845258168.1570541307&jid=741505403&_v=5.7.2&z=1712381652,604,369,,,0,118,-1,-1,0,-1,-1,172.217.22.110,,120,value,
41,,2019-10-08T16:28:27.599+03:00,GET,https://widget.sndcdn.com/widget-8b6aeef-7505829a.js,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,application/javascript,,,677,324434,,,0,90,66,3518,1772,0,3551,13.225.249.87,,5482,,
42,,2019-10-08T16:28:27.599+03:00,GET,https://widget.sndcdn.com/multi-sounds-5b68f4d-7a528cf9.js,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,application/javascript,,,677,60566,,,0,84,66,3525,381,0,3558,13.225.249.87,,4092,,
43,,2019-10-08T16:28:29.871+03:00,GET,https://widget.sndcdn.com/assets/images/logo-200x120-a1591e.png,HTTP/1.1,491,0,,200,OK,HTTP/1.1,0,image/png,,,675,3745,,,1,91,0,329,177,0,357,13.225.249.87,,628,,
44,,2019-10-08T16:28:31.623+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=http%3A%2F%2Fyouarelistening.to,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,0,105,0,7743,2,0,7781,192.229.233.25,,7890,value,
45,,2019-10-08T16:28:31.756+03:00,GET,https://platform.twitter.com/js/moment~timeline~tweet.ec04a6cb5ba879d0e0db41f211639fdf.js,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,7914,,,0,94,-1,-1,3,-1,-1,192.229.233.25,,98,,
46,,2019-10-08T16:28:31.854+03:00,GET,https://platform.twitter.com/js/timeline.0a7b4db67eacd23e35c5ce02e6ea3470.js,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,7038,,,0,86,-1,-1,3,-1,-1,192.229.233.25,,90,,
47,,2019-10-08T16:28:32.608+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,594,79,,,0,211,0,596,0,0,634,104.244.42.200,,847,,
48,,2019-10-08T16:28:32.636+03:00,GET,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22triggered_on%22%3A1570541311950%2C%22dnt%22%3Afalse%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22timeline%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,636,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,899,65,,,1,211,0,856,0,0,887,104.244.42.200,,1101,value,
49,,2019-10-08T16:28:35.805+03:00,GET,https://cdn.syndication.twimg.com/timeline/profile?callback=__twttr.callbacks.tl_i0_profile_idontlikewords_old&dnt=false&domain=youarelistening.to&lang=en&screen_name=idontlikewords&suppress_response_codes=true&t=1745045&tz=GMT%2B0300&with_replies=false,HTTP/1.1,571,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,647,2674,,,0,257,30,3773,115,0,3802,192.229.233.50,,4206,value,
50,,2019-10-08T16:28:36.114+03:00,GET,https://api-widget.soundcloud.com/playlists/53272972?representation=full&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,615,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,791,3377,,,1,281,0,1080,0,0,1116,99.86.251.54,,1399,value,
51,,2019-10-08T16:28:36.118+03:00,OPTIONS,https://api-widget.soundcloud.com/tracks?ids=12436917%2C13509864%2C13563738%2C13564560%2C14807281%2C17129697%2C3447137%2C4700940%2C6291933%2C719455%2C719473%2C719485%2C8229160%2C9413294%2C9805244&playlistId=53272972&playlistSecretToken&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,808,0,,200,OK,HTTP/1.1,0,,,,720,0,,,1,133,0,1185,0,0,1216,99.86.251.54,,1351,value,
52,,2019-10-08T16:28:36.229+03:00,GET,https://platform.twitter.com/css/timeline.9bf5093a19cec463852b31b784bf047a.light.ltr.css,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,498,12281,,,0,99,-1,-1,6,-1,-1,192.229.233.25,,107,,
53,,2019-10-08T16:28:36.260+03:00,GET,https://api-widget.soundcloud.com/tracks?ids=12436917%2C13509864%2C13563738%2C13564560%2C14807281%2C17129697%2C3447137%2C4700940%2C6291933%2C719455%2C719473%2C719485%2C8229160%2C9413294%2C9805244&playlistId=53272972&playlistSecretToken&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,791,5479,,,0,200,-1,-1,0,-1,-1,99.86.251.54,,201,value,
54,,2019-10-08T16:28:36.333+03:00,GET,https://platform.twitter.com/css/timeline.9bf5093a19cec463852b31b784bf047a.light.ltr.css,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,498,12281,,,3,86,0,230,5,0,258,192.229.233.25,,354,,
55,,2019-10-08T16:28:36.764+03:00,GET,https://api-widget.soundcloud.com/media/soundcloud:tracks:13563734/40f83a61-6724-4d49-afe6-3e1129b8abe2/stream/hls?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,HTTP/1.1,579,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,790,586,,,0,144,-1,-1,0,-1,-1,99.86.251.54,,145,value,
56,,2019-10-08T16:28:38.189+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3124751-10&cid=845258168.1570541307&jid=741505403&_v=5.7.2&z=1712381652,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,0,88,0,10739,0,0,10771,66.102.1.156,,10861,value,
57,,2019-10-08T16:28:38.704+03:00,GET,https://api-widget.soundcloud.com/tracks/13563734/comments?filter_replies=1&threaded=0&limit=100&offset=0&linked_partitioning=1&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,HTTP/1.1,670,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,799,73,,,0,158,-1,-1,0,-1,-1,99.86.251.54,,159,value,
58,,2019-10-08T16:28:38.788+03:00,GET,https://pbs.twimg.com/profile_images/847876477865541632/nP3ArQYL_normal.jpg,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,image/jpeg,,,582,1959,,,0,95,0,2409,3,0,2433,93.184.220.70,,2533,,
59,,2019-10-08T16:28:38.791+03:00,GET,https://pbs.twimg.com/media/D7sG-hcXYAEXRqk?format=jpg&name=small,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,image/jpeg,,,558,138031,,,0,95,0,2412,250,0,2436,93.184.220.70,,2783,value,
60,,2019-10-08T16:28:39.364+03:00,GET,https://abs.twimg.com/emoji/v2/72x72/1f4e7.png,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,image/png,,,451,613,,,0,99,32,3091,0,0,3135,151.101.16.159,,3267,,
61,,2019-10-08T16:28:39.379+03:00,POST,https://syndication.twitter.com/i/jot,HTTP/1.1,623,1904,,302,Found,HTTP/1.1,0,text/html;charset=utf-8,,https://platform.twitter.com/jot.html,693,0,,,0,205,-1,-1,0,-1,-1,104.244.42.200,,207,,
62,,2019-10-08T16:28:39.449+03:00,GET,https://abs.twimg.com/emoji/v2/72x72/1f4b8.png,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,image/png,,,465,1171,,,1,87,33,3168,0,0,3204,151.101.16.159,,3326,,
63,,2019-10-08T16:28:39.481+03:00,GET,https://i1.sndcdn.com/artworks-000006369645-cbi5fj-tiny.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,534,722,,,1,91,31,4445,0,0,4478,143.204.192.66,,4602,,
64,,2019-10-08T16:28:39.481+03:00,GET,https://i1.sndcdn.com/artworks-000004563868-kzjp5o-tiny.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,534,444,,,1,91,0,2749,0,0,2784,143.204.192.66,,2877,,
65,,2019-10-08T16:28:39.502+03:00,GET,https://i1.sndcdn.com/avatars-000183316845-17vlax-t50x50.jpg,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/jpeg,,,536,1485,,,0,142,0,3381,0,0,3409,143.204.192.66,,3553,,
66,,2019-10-08T16:28:39.579+03:00,GET,https://i1.sndcdn.com/avatars-000169376166-r18w40-t20x20.jpg,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/jpeg,,,534,427,,,0,83,-1,-1,0,-1,-1,143.204.192.66,,84,,
