,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.ssl,timings.wait,timings.send,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name
0,,2019-09-28T18:53:30.407+03:00,GET,https://www.poptropica.com/,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/html; charset=iso-8859-1,,,920,4596,,,1417,5347,361,3,0,5,5464,143.204.213.208,,7251,
1,,2019-09-28T18:53:30.818+03:00,GET,https://www.poptropica.com/images/logo-1.png,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,image/png,,,621,33679,,,-1,-1,136,2,-1,151,-1,143.204.213.208,,289,
2,,2019-09-28T18:53:31.113+03:00,GET,https://www.poptropica.com/brain/track.php?campaign=IndexPage&event=ImageABTest&cluster=Home&scene=Home&choice=Poptropica_HP.jpg&r=%2Fimages%2FPoptropica_HP.jpg,HTTP/1.1,638,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=iso-8859-1,,/images/Poptropica_HP.jpg,726,145,,,-1,-1,490,1,-1,0,-1,143.204.213.208,,492,value
3,,2019-09-28T18:53:31.622+03:00,GET,https://www.poptropica.com/images/Poptropica_HP.jpg,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/jpeg,,,624,212953,,,-1,-1,106,0,-1,1074,-1,143.204.213.208,,1181,
4,,2019-09-28T18:53:33.153+03:00,GET,https://static.poptropica.com/re_css/pop-main.css,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,text/css,,,620,18134,,,293,1924,186,1,0,1,2029,143.204.213.208,,2512,
5,,2019-09-28T18:53:33.169+03:00,GET,https://static.poptropica.com/js/brainEventTracker.js,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,text/javascript,,,626,5704,,,294,1941,94,1,0,0,2046,143.204.213.208,,2437,
6,,2019-09-28T18:53:33.192+03:00,GET,https://static.poptropica.com/js/jquery.bxslider.4.1.2.min.js,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,text/javascript,,,627,19359,,,0,296,78,1,0,89,378,143.204.213.208,,547,
7,,2019-09-28T18:53:33.369+03:00,GET,https://static.poptropica.com/js/jquery.magnific-popup.min.js,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,text/javascript,,,627,20680,,,-1,-1,93,1,-1,85,-1,143.204.213.208,,179,
8,,2019-09-28T18:53:33.558+03:00,GET,https://static.poptropica.com/js/pop-homepage.js,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/javascript,,,626,6874,,,-1,-1,117,0,-1,0,-1,143.204.213.208,,118,
9,,2019-09-28T18:53:33.686+03:00,GET,https://static.poptropica.com/images/edit-pen-icon.png,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,image/png,,,619,2384,,,-1,-1,87,0,-1,1,-1,143.204.213.208,,89,
