,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.wait,timings.send,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-12T16:03:11.280+03:00,GET,https://www.duolingo.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1007,2246,,,2671,0,15,224,2,96,2635,52.4.34.154,,3010,
1,,2019-10-12T16:03:14.726+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/css/ltr-f054f04e.css,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,text/css,,,523,61699,,,2999,0,107,115,1,154,2951,99.86.255.220,,3378,
2,,2019-10-12T16:03:14.726+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/vendor-76cee218.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,292564,,,3000,0,266,101,1,154,2959,99.86.255.220,,3524,
3,,2019-10-12T16:03:14.726+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/strings/en-7a122bdf.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,application/javascript,,,537,25480,,,3000,0,5,160,1,154,2952,99.86.255.220,,3323,
4,,2019-10-12T16:03:14.726+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/app-8308ac72.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,314477,,,3000,0,264,108,0,155,2960,99.86.255.220,,3530,
5,,2019-10-12T16:03:15.415+03:00,GET,https://www.duolingo.com/2017-06-30/config?_=1570885395406,HTTP/1.1,702,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,679,1226,,,-1,-1,40,209,0,-1,-1,52.4.34.154,,251,value
6,,2019-10-12T16:03:15.474+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/star-pattern.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,1333,,,-1,-1,2,85,0,-1,-1,99.86.255.220,,88,
7,,2019-10-12T16:03:15.474+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/earth-two-rings.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,956,,,-1,-1,0,87,0,-1,-1,99.86.255.220,,88,
8,,2019-10-12T16:03:15.475+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/juicy-happy.svg,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,2184,,,-1,-1,0,92,0,-1,-1,99.86.255.220,,93,
9,,2019-10-12T16:03:15.477+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/play-icon.svg,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,249,,,-1,-1,1,86,1,-1,-1,99.86.255.220,,89,
10,,2019-10-12T16:03:15.569+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-features.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,698,,,-1,-1,0,120,0,-1,-1,99.86.255.220,,121,
11,,2019-10-12T16:03:15.569+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-speaker.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,394,,,-1,-1,0,97,0,-1,-1,99.86.255.220,,98,
12,,2019-10-12T16:03:15.574+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-check.svg,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,293,,,-1,-1,0,92,0,-1,-1,99.86.255.220,,94,
13,,2019-10-12T16:03:15.577+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-lingot.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,389,,,-1,-1,0,115,0,-1,-1,99.86.255.220,,116,
14,,2019-10-12T16:03:15.680+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-streak.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,454,,,-1,-1,0,86,0,-1,-1,99.86.255.220,,87,
15,,2019-10-12T16:03:15.680+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-plus-fly-circle-2.svg,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,3190,,,-1,-1,3,91,0,-1,-1,99.86.255.220,,95,
16,,2019-10-12T16:03:15.680+03:00,POST,https://www.duolingo.com/2017-06-30/tracking-status,HTTP/1.1,797,68,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1159,2,,,-1,-1,0,202,0,-1,-1,52.4.34.154,,203,
17,,2019-10-12T16:03:15.697+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-app-store.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,463,,,-1,-1,1,93,0,-1,-1,99.86.255.220,,95,
18,,2019-10-12T16:03:15.697+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-play-store.svg,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,618,,,-1,-1,0,89,0,-1,-1,99.86.255.220,,90,
19,,2019-10-12T16:03:15.772+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-traveler.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,3419,,,-1,-1,2,83,0,-1,-1,99.86.255.220,,86,
20,,2019-10-12T16:03:15.776+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,2078,,,295,0,2,88,1,0,270,99.86.255.220,,387,
21,,2019-10-12T16:03:15.780+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,993,,,-1,-1,0,89,0,-1,-1,99.86.255.220,,90,
22,,2019-10-12T16:03:15.785+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570885395755,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,680,2923,,,306,0,0,203,1,0,269,52.4.34.154,,511,value
23,,2019-10-12T16:03:15.990+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,716,2449,,,-1,-1,0,184,0,-1,-1,52.4.34.154,,185,
24,,2019-10-12T16:03:16.164+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,56944,,,353,0,73,130,0,0,325,99.86.255.220,,558,
25,,2019-10-12T16:03:16.292+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,22078,,,1020,0,53,95,1,34,989,216.58.207.72,,1205,value
26,,2019-10-12T16:03:16.369+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,54921,,,-1,-1,50,87,0,-1,-1,99.86.255.220,,138,
