,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.wait,timings.send,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
27,,2019-10-12T16:03:17.385+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,617,26764,,,1928,0,63,96,0,35,1900,151.101.18.110,,2125,
28,,2019-10-12T16:03:18.660+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2893,0,1,180,0,0,2863,3.222.33.131,,3075,
29,,2019-10-12T16:03:18.676+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2931,0,0,173,0,0,2902,3.222.33.131,,3106,
30,,2019-10-12T16:03:18.713+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2439,0,0,166,0,0,2409,3.222.33.131,,2607,
31,,2019-10-12T16:03:18.713+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2967,0,0,170,1,0,2934,3.222.33.131,,3139,
32,,2019-10-12T16:03:18.729+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,3286,0,0,166,0,25,3256,3.222.33.131,,3479,
33,,2019-10-12T16:03:18.729+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2969,0,0,177,0,0,2942,3.222.33.131,,3147,
34,,2019-10-12T16:03:18.849+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,-1,0,179,0,-1,-1,3.222.33.131,,180,
35,,2019-10-12T16:03:18.865+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,-1,0,179,0,-1,-1,3.222.33.131,,180,
36,,2019-10-12T16:03:18.896+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,771,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,203,0,-1,-1,3.222.33.131,,204,
37,,2019-10-12T16:03:18.902+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,888,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,289,0,-1,-1,3.222.33.131,,290,
38,,2019-10-12T16:03:18.902+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,792,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,305,0,-1,-1,3.222.33.131,,306,
39,,2019-10-12T16:03:18.918+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,827,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,213,0,-1,-1,3.222.33.131,,214,
40,,2019-10-12T16:03:19.033+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,889,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,291,0,-1,-1,3.222.33.131,,292,
41,,2019-10-12T16:03:19.135+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,819,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,317,0,-1,-1,3.222.33.131,,318,
42,,2019-10-12T16:03:19.215+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,868,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,280,0,-1,-1,3.222.33.131,,281,
43,,2019-10-12T16:03:20.567+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,578,22372,,,1852,0,32,129,0,63,1814,31.13.92.14,,2079,
44,,2019-10-12T16:03:20.754+03:00,GET,https://connect.facebook.net/signals/config/1735692093320310?v=2.9.5&r=stable,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,66299,,,-1,-1,86,112,0,-1,-1,31.13.92.14,,199,value
45,,2019-10-12T16:03:21.793+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,479,304,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,536,,,3079,0,0,157,0,62,3046,35.190.10.112,,3300,
46,,2019-10-12T16:03:22.675+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,532,6162,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,366,,,-1,-1,0,129,0,-1,-1,35.190.10.112,,130,
47,,2019-10-12T16:03:23.708+03:00,GET,https://www.facebook.com/tr/?id=1735692093320310&ev=PageView&dl=https%3A%2F%2Fwww.duolingo.com%2F&rl=&if=false&ts=1570885400991&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=157&fbp=fb.1.1570885400989.1265154335&it=1570885400748&coo=false&exp=w1&rqm=GET,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,image/gif,,,499,44,,,2676,0,0,117,0,32,2637,31.13.92.36,,2828,value
48,,2019-10-12T16:03:25.188+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,869,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,-1,0,313,0,-1,-1,3.222.33.131,,314,
49,,2019-10-12T16:03:25.203+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,6528,0,29,95,0,0,6493,172.217.22.110,,6655,
50,,2019-10-12T16:03:25.391+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1743451998&t=pageview&_s=1&dl=https%3A%2F%2Fwww.duolingo.com%2F&ul=en-us&de=UTF-8&dt=Duolingo%20-%20The%20world%27s%20best%20way%20to%20learn%20a%20language&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAEAB~&jid=1156539116&gjid=791026200&cid=298496087.1570885405&tid=UA-21595814-1&_gid=1501302440.1570885405&_r=1&gtm=2wga21TX6Z97C&did=i5iSjo&z=1255530933,HTTP/1.1,762,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=298496087.1570885405&jid=1156539116&_gid=1501302440.1570885405&gjid=791026200&_v=j79&z=1255530933,645,418,,,-1,-1,0,107,0,-1,-1,172.217.22.110,,108,value
51,,2019-10-12T16:03:27.336+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=298496087.1570885405&jid=1156539116&_gid=1501302440.1570885405&gjid=791026200&_v=j79&z=1255530933,HTTP/1.1,534,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=298496087.1570885405&jid=1156539116&_v=j79&z=1255530933,674,366,,,1824,0,0,119,0,3,1789,74.125.133.157,,1949,value
52,,2019-10-12T16:03:28.280+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=298496087.1570885405&jid=1156539116&_v=j79&z=1255530933,HTTP/1.1,490,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=298496087.1570885405&jid=1156539116&_v=j79&z=1255530933&slf_rd=1&random=1343514332,742,0,,,823,0,0,131,0,1,796,172.217.18.4,,957,value
53,,2019-10-12T16:03:30.869+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=298496087.1570885405&jid=1156539116&_v=j79&z=1255530933&slf_rd=1&random=1343514332,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,2409,0,0,126,0,32,2380,216.58.206.3,,2569,value
