,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.queryString.name,request.url,response._error,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,461,HTTP/1.1,GET,,https://twitter.com/,,14275,,,text/html;charset=utf-8,0,6205,HTTP/1.1,,200,OK,104.244.42.193,2019-10-10T19:57:07.616+03:00,1453,0,,1186,6,26,5,1110,228
1,,,0,,791,HTTP/1.1,GET,value,https://twitter.com/i/js_inst?c_name=ui_metrics,,2006,,,text/javascript; charset=utf-8,0,1149,HTTP/1.1,,200,OK,104.244.42.193,2019-10-10T19:57:07.916+03:00,183,-1,,-1,-1,1,1,-1,181
2,,,0,,392,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/css/t1/twitter_core.bundle.css,,35309,,,text/css,0,578,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:57:08.707+03:00,851,0,,765,0,18,2,688,65
3,,,0,,394,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_1.bundle.css,,43389,,,text/css,0,577,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:57:08.710+03:00,883,0,,751,0,58,2,675,70
4,,,0,,394,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_2.bundle.css,,38631,,,text/css,0,577,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:57:08.712+03:00,842,0,,765,0,6,1,701,68
5,,,0,,370,HTTP/1.1,GET,,https://abs.twimg.com/k/en/init.en.77c56452e473e94d573f.js,,180312,,,application/javascript; charset=utf-8,0,607,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:57:08.717+03:00,999,0,,786,9,126,3,708,73
6,,,0,,375,HTTP/1.1,GET,,https://abs.twimg.com/k/en/0.commons.en.06a750caea28350212ee.js,,249858,,,application/javascript; charset=utf-8,0,608,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:57:08.724+03:00,1004,0,,785,8,132,0,712,75
7,,,0,,791,HTTP/1.1,GET,value,https://twitter.com/i/js_inst?c_name=ui_metrics,,2453,,,text/javascript; charset=utf-8,0,1149,HTTP/1.1,,200,OK,104.244.42.193,2019-10-10T19:57:09.029+03:00,178,-1,,-1,-1,0,0,-1,177
8,,,0,,380,HTTP/1.1,GET,,https://abs.twimg.com/k/en/7.pages_signup.en.6bfee475d9b7243c5db9.js,,21560,,,application/javascript; charset=utf-8,0,605,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:57:09.253+03:00,74,-1,,-1,-1,11,0,-1,62
9,,,0,,446,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/font/edge-icons-Regular.woff,,25892,,,application/font-woff,0,542,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:57:09.274+03:00,336,0,,233,0,2,0,161,99
10,,,0,,839,HTTP/1.1,GET,value,https://analytics.twitter.com/tpm/p?_=1570726629105,,139,,,application/json;charset=utf-8,0,591,HTTP/1.1,,200,OK,104.244.42.195,2019-10-10T19:57:10.304+03:00,892,0,,702,6,0,1,640,181
11,,,0,,1037,HTTP/1.1,GET,value,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22event_namespace%22%3A%7B%22client%22%3A%22web%22%2C%22page%22%3A%22front%22%2C%22action%22%3A%22impression%22%7D%2C%22triggered_on%22%3A1570726629597%7D,,65,,,image/gif;charset=utf-8,0,899,HTTP/1.1,,200,OK,104.244.42.200,2019-10-10T19:57:10.435+03:00,992,0,,797,6,0,0,736,187
12,,,5087,,914,HTTP/1.1,POST,value,https://twitter.com/i/csp_report?a=NVQWGYLXFVZXO2LGOQ%3D%3D%3D%3D%3D%3D&ro=false,,0,,,,0,1043,HTTP/1.1,,200,OK,104.244.42.193,2019-10-10T19:57:10.688+03:00,175,-1,,-1,-1,0,0,-1,174
13,,,0,,357,HTTP/1.1,GET,,https://www.google-analytics.com/analytics.js,,17803,,,text/javascript,0,541,HTTP/1.1,,200,OK,172.217.169.46,2019-10-10T19:57:10.704+03:00,1195,0,,1099,0,20,0,1024,73
14,,,0,,695,HTTP/1.1,GET,value,https://www.google-analytics.com/r/collect?v=1&_v=j79&aip=1&a=1736012900&t=pageview&_s=1&dl=https%3A%2F%2Ftwitter.com%2F&dr=&dp=%2Fanon%2Ffront%2Ffront&ul=en-us&de=UTF-8&dt=REDACTED&sd=24-bit&sr=800x600&vp=783x600&je=0&_u=YEBAAQAB~&jid=2126193673&gjid=1995093981&cid=1248994693.1570726631&tid=UA-30775-6&_gid=527861857.1570726631&_r=1&z=1189937464,,416,,,text/html; charset=UTF-8,0,643,HTTP/1.1,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-30775-6&cid=1248994693.1570726631&jid=2126193673&_gid=527861857.1570726631&gjid=1995093981&_v=j79&z=1189937464,302,Found,172.217.169.46,2019-10-10T19:57:10.847+03:00,81,-1,,-1,-1,0,0,-1,79
15,,,4876,,988,HTTP/1.1,POST,value,https://twitter.com/i/csp_report?a=NVQWGYLXFVZXO2LGOQ%3D%3D%3D%3D%3D%3D&ro=false,No response received,-1,,,,0,-1,unknown,,0,,104.244.42.193,2019-10-10T19:57:10.936+03:00,4,-1,,-1,-1,0,4,-1,0
