,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.ssl,timings.dns,timings.wait,timings.send,serverIPAddress,comment,time
0,,2019-10-11T13:16:13.808+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,26,0,73,-1,145,123,6,217.70.184.38,,375
1,,2019-10-11T13:16:14.303+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,274,317,,,7,0,27,-1,62,408,2,66.147.242.186,,508
2,,2019-10-11T13:16:14.844+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,0,-1,-1,-1,-1,236,7,66.147.242.186,,244
3,,2019-10-11T13:16:15.131+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,1,-1,-1,-1,-1,246,1,66.147.242.186,,249
4,,2019-10-11T13:16:15.136+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,2343,0,31,-1,3,418,2,66.147.242.186,,2798
