,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-08T16:46:06.999+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1331650690&t=pageview&_s=1&dl=https%3A%2F%2Fasoftmurmur.com%2F&ul=en-us&de=UTF-8&dt=A%20Soft%20Murmur&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=IEBAAAAB~&jid=254959748&gjid=1797132118&cid=34381631.1570542367&tid=UA-42700626-2&_gid=209526792.1570542367&_r=1&z=467995107,HTTP/1.1,674,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=34381631.1570542367&jid=254959748&_gid=209526792.1570542367&gjid=1797132118&_v=j79&z=467995107,642,415,,,-1,-1,1,102,-1,-1,2,216.58.206.14,,105,value
11,,2019-10-08T16:46:07.101+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,223272,,,254,0,2,291,0,292,371,192.241.156.233,,957,
12,,2019-10-08T16:46:07.122+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,270,0,2,325,0,308,13,192.241.156.233,,650,
13,,2019-10-08T16:46:07.138+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,273,0,2,316,0,312,14,192.241.156.233,,645,
14,,2019-10-08T16:46:07.254+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,248,0,2,292,0,301,8,192.241.156.233,,604,
15,,2019-10-08T16:46:07.724+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,483,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,289,0,0,285,0,318,6,192.241.156.233,,610,
16,,2019-10-08T16:46:07.755+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,483,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,38484,,,248,0,0,301,0,279,32,192.241.156.233,,613,
17,,2019-10-08T16:46:07.771+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,482,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,21574,,,-1,-1,0,165,-1,-1,2,192.241.156.233,,168,
18,,2019-10-08T16:46:07.786+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,489,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,85481,,,261,0,0,314,0,311,178,192.241.156.233,,805,
19,,2019-10-08T16:46:07.940+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,481,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,274,0,0,311,0,309,347,192.241.156.233,,969,
20,,2019-10-08T16:46:08.121+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,481,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,-1,,,-1,-1,0,176,-1,-1,0,192.241.156.233,,176,
21,,2019-10-08T16:46:08.402+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,487,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,-1,,,-1,-1,0,207,-1,-1,0,192.241.156.233,,208,
22,,2019-10-08T16:46:09.443+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=34381631.1570542367&jid=254959748&_gid=209526792.1570542367&gjid=1797132118&_v=j79&z=467995107,HTTP/1.1,530,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,2301,1,0,240,0,2327,0,66.102.1.155,,2571,value
