,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.ssl,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
36,,2019-10-12T14:59:08.530+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBxc4EsA.woff2,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,7228,,,-1,-1,8,-1,0,95,-1,172.217.16.131,,104,,
37,,2019-10-12T14:59:08.531+03:00,GET,https://i.ytimg.com/vi/1dBsJl6gqS4/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAH4soO-2JG4DPVbAD0RNHX4brXAg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,6650,,,3179,0,3,3108,1,93,0,172.217.18.118,,3277,value,
38,,2019-10-12T14:59:08.605+03:00,GET,https://i.ytimg.com/vi/Geyg_F5pfHE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBpLouShMeE3vf_lKuSiw97p5gRtg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,7070,,,-1,-1,2,-1,0,94,-1,172.217.18.118,,97,value,
39,,2019-10-12T14:59:08.633+03:00,GET,https://i.ytimg.com/vi/GppsNjnAWHw/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAWgimLL_erp3qK2yR6iN_X7idNIw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,9338,,,-1,-1,5,-1,0,83,-1,172.217.18.118,,89,value,
40,,2019-10-12T14:59:08.636+03:00,GET,https://i.ytimg.com/vi/FVgoVFxpFJs/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLA6i8_8_YKGDhQcqfGT56b2zFRKdQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,10764,,,-1,-1,10,-1,0,96,-1,172.217.18.118,,107,value,
41,,2019-10-12T14:59:08.705+03:00,GET,https://i.ytimg.com/vi/Q07j5AGWKGs/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBVIzOm5krPtZu77oYMAE4Z5uoNyw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,8778,,,-1,-1,10,-1,0,86,-1,172.217.18.118,,96,value,
42,,2019-10-12T14:59:08.747+03:00,GET,https://i.ytimg.com/vi/66Ck_5SePZg/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCeMAaM2jGqkMYWHXrTSp8qi_L0qQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,451,7724,,,-1,-1,6,-1,0,87,-1,172.217.18.118,,94,value,
43,,2019-10-12T14:59:08.747+03:00,GET,https://i.ytimg.com/vi/8_D9wHSbKKw/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAK-BmlN90ISqXpHTwFLkTYNNp-Tw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,7942,,,-1,-1,7,-1,0,87,-1,172.217.18.118,,94,value,
44,,2019-10-12T14:59:08.804+03:00,GET,https://i.ytimg.com/vi/c7hVVr3riH0/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLADJypn9jQiQVulcjQ9MUHxaSQkNA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,4514,,,-1,-1,1,-1,0,296,-1,172.217.18.118,,298,value,
45,,2019-10-12T14:59:08.850+03:00,GET,https://i.ytimg.com/vi/qpT5Md4TPJg/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAm1iOn1cv2mCRmoM8tWMCG7af5ew,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,451,9770,,,-1,-1,10,-1,0,84,-1,172.217.18.118,,94,value,
46,,2019-10-12T14:59:08.850+03:00,GET,https://i.ytimg.com/vi/ahWngU606Ps/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBwPWXKx6NyvGc69xyX1GxozoVwww,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,6448,,,-1,-1,8,-1,0,82,-1,172.217.18.118,,91,value,
47,,2019-10-12T14:59:08.891+03:00,GET,https://i.ytimg.com/vi/V8nkXPAtGbk/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDfXIsAO4KHCdMio0y70NuRbHOnsw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,7952,,,3587,0,7,3560,5,95,0,172.217.18.118,,3696,value,
48,,2019-10-12T14:59:08.944+03:00,GET,https://i.ytimg.com/vi/WIiwsDIT-SY/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCSsO2vGHWe5z6MTJx7oo8zHpcj2Q,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,10420,,,-1,-1,8,-1,0,81,-1,172.217.18.118,,91,value,
49,,2019-10-12T14:59:08.971+03:00,GET,https://i.ytimg.com/vi/ybYerqLSghM/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCt0rfuY8IRjfrwKe38HJo86gGNhA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,446,10696,,,-1,-1,16,-1,0,90,-1,172.217.18.118,,107,value,
50,,2019-10-12T14:59:09.002+03:00,GET,https://i.ytimg.com/vi/w_IINnpSjY8/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCHYvvSmVBvTNt8fBagyGfQPGRRYA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,13362,,,-1,-1,14,-1,0,93,-1,172.217.18.118,,108,value,
51,,2019-10-12T14:59:09.037+03:00,GET,https://i.ytimg.com/vi/Geyg_F5pfHE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBpLouShMeE3vf_lKuSiw97p5gRtg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,7070,,,-1,-1,6,-1,0,85,-1,172.217.18.118,,91,value,
52,,2019-10-12T14:59:09.082+03:00,GET,https://i.ytimg.com/vi/GppsNjnAWHw/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAWgimLL_erp3qK2yR6iN_X7idNIw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,9338,,,-1,-1,8,-1,0,88,-1,172.217.18.118,,97,value,
53,,2019-10-12T14:59:09.113+03:00,GET,https://i.ytimg.com/vi/FVgoVFxpFJs/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLA6i8_8_YKGDhQcqfGT56b2zFRKdQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,10764,,,-1,-1,11,-1,0,85,-1,172.217.18.118,,98,value,
54,,2019-10-12T14:59:09.113+03:00,GET,https://i.ytimg.com/vi/c7hVVr3riH0/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLADJypn9jQiQVulcjQ9MUHxaSQkNA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,4514,,,-1,-1,4,-1,0,84,-1,172.217.18.118,,88,value,
55,,2019-10-12T14:59:09.131+03:00,GET,https://i.ytimg.com/vi/qpT5Md4TPJg/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAm1iOn1cv2mCRmoM8tWMCG7af5ew,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,451,9770,,,-1,-1,19,-1,0,82,-1,172.217.18.118,,103,value,
56,,2019-10-12T14:59:09.181+03:00,GET,https://i.ytimg.com/vi/ahWngU606Ps/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBwPWXKx6NyvGc69xyX1GxozoVwww,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,6448,,,-1,-1,7,-1,0,86,-1,172.217.18.118,,94,value,
57,,2019-10-12T14:59:09.228+03:00,GET,https://i.ytimg.com/vi/V8nkXPAtGbk/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDfXIsAO4KHCdMio0y70NuRbHOnsw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,7952,,,-1,-1,2,-1,0,99,-1,172.217.18.118,,102,value,
58,,2019-10-12T14:59:09.228+03:00,GET,https://i.ytimg.com/vi/WIiwsDIT-SY/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCSsO2vGHWe5z6MTJx7oo8zHpcj2Q,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,10420,,,-1,-1,1,-1,0,101,-1,172.217.18.118,,103,value,
59,,2019-10-12T14:59:09.236+03:00,GET,https://i.ytimg.com/vi/ybYerqLSghM/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCt0rfuY8IRjfrwKe38HJo86gGNhA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,446,10696,,,-1,-1,5,-1,0,91,-1,172.217.18.118,,97,value,
60,,2019-10-12T14:59:09.242+03:00,POST,https://www.youtube.com/service_ajax?name=feedbackEndpoint,HTTP/1.1,1129,725,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,532,565,,,-1,-1,0,-1,1,175,-1,216.58.207.46,,177,value,
61,,2019-10-12T14:59:09.278+03:00,GET,https://i.ytimg.com/vi/w_IINnpSjY8/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCHYvvSmVBvTNt8fBagyGfQPGRRYA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,13362,,,-1,-1,33,-1,0,85,-1,172.217.18.118,,119,value,
62,,2019-10-12T14:59:09.302+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/remote.js,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,29991,,,-1,-1,25,-1,0,96,-1,216.58.207.46,,122,,
63,,2019-10-12T14:59:09.418+03:00,GET,https://googleads.g.doubleclick.net/pagead/id,HTTP/1.1,391,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,1114,0,,,4176,0,0,4149,0,107,80,172.217.16.130,,4366,,
64,,2019-10-12T14:59:09.541+03:00,GET,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1282,133,,,-1,-1,0,-1,0,105,-1,172.217.16.130,,107,value,
65,,2019-10-12T14:59:10.978+03:00,GET,"https://www.youtube.com/csi_204?v=2&s=youtube&action=home&yt_sts=n&yt_lt=cold&tcrc=583&tcrt=371.85546875&pc=1&is_nav=1&csn=GsShXbSjNsGD1wLo4bHoDg&p=HTTP/1.1&t=tcp&yt_vis=1&rc=&psc=1&yt_fn=what_to_watch&c=WEB&cver=2.20191010.04.06&yt_li=0&GetHome_rid=0x7bc20e141d862a25&vpst=0&rt=rsbe_dph.6110,rsae_dph.6763,lpcs.6764,lpcf.6765,csl.6781,bs.8846,ai.8850,gcc.8860,nc_pj.8860,rsbe_dpj.8860,rses_dpj.9051,cr_s.9162,cr_c.9649,rsef_dpj.9668,rsae_dpj.9675,ac.9675,apr.9676,chps.9676,nd.10142,pda.10186,afl.9730,gle.9847,gpe.9852,pdc.9867,vpl.9869,pdr.9881,chls.9914,lps.9917,srt.5649,fpt.8881,nreqs.5434,nress.5649,nrese.9872,ntcps.38,ntcpe.5434,nstcps.691,wffs.6796,wffe.8419,rsf_sj.5693,rse_sj.6157,hgcr.10134,pdl.10141,bcp.10187,adl.10320,cpt.10423,ol.10423,aft.10423,ps.10425",HTTP/1.1,1206,0,,204,No Content,HTTP/1.1,0,text/html; charset=utf-8,,,476,0,,,-1,-1,0,-1,0,142,-1,216.58.207.46,,143,value,
66,,2019-10-12T14:59:10.979+03:00,GET,https://yt3.ggpht.com/auA_6k4yC7XZEZpH-EucOizt0m3XZdK2d0MYtXeIQeKoJJiGfB9c5TMYV6yWoPOrrciRiEtmiLQ=s88-c-k-c0x00ffffff-no-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,5754,,,-1,-1,2,-1,0,107,-1,216.58.207.65,,109,,
67,,2019-10-12T14:59:11.063+03:00,GET,https://www.gstatic.com/youtube/img/promos/growth/f0accb1c85c9c18464c137e8fbc7e2ba0106a204abfccb7abb7f46fc95055aa7_2560x520.jpeg,HTTP/1.1,480,0,,200,OK,HTTP/1.1,0,image/jpeg,,,481,217292,,,5856,0,199,5829,0,82,0,172.217.22.35,,6139,,
68,,2019-10-12T14:59:11.348+03:00,GET,https://www.gstatic.com/youtube/img/promos/growth/6614dc67e9c63722286831feead7a985aada5b5df27b2bc933b585b046e3faaf_640x48.png,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/png,,,456,10669,,,-1,-1,3,-1,0,79,-1,172.217.22.35,,83,,
69,,2019-10-12T14:59:11.460+03:00,GET,https://www.google.co.il/pagead/lvz?req_ts=1570882586&pg=index&evtid=ADszL7NozHRPbYvD5OgDG7zKt0n2WpW-Dif7OGciSA8CukwirQ0x-IbsGGnvYbIfsaALCHoN5gEW84YB-RMw1NIi4xbRWhZWVQ&sigh=ADRnf4Y0ZPq30eXg5Gazp6Lf7WoemQmzlw,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,6222,0,0,6195,0,116,84,216.58.206.3,,6424,value,
70,,2019-10-12T14:59:11.708+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/miniplayer.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,2185,,,-1,-1,0,-1,0,98,-1,216.58.207.46,,99,,
71,,2019-10-12T14:59:11.771+03:00,GET,https://www.google.com/pagead/lvz?req_ts=1570882586&pg=index&evtid=ADszL7MkDMLaMJsN4ysuKiyaeicBYQA_PNdhLvdxgWV1P1y0nsZwlTq2XS8gyeqDkOoiUo7PYDILNOD4zz-RdKLFF3Jwg55s6w&sigh=ADRnf4bHRfAgo03QX-VwNkysb4eP0V5Rtw,HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,6600,0,0,6546,0,103,20,172.217.18.4,,6725,value,
