,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.ssl,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T14:59:00.560+03:00,GET,https://www.youtube.com/,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,985,40972,,,5154,0,600,5116,2,192,82,216.58.207.46,,6032,,
1,,2019-10-12T14:59:00.992+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-home-page-skeleton-webp-vflFdVBW1.css,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/css,,,561,1308,,,159,0,24,134,2,92,0,216.58.207.46,,278,,
2,,2019-10-12T14:59:01.008+03:00,GET,https://www.youtube.com/yts/cssbin/www-onepick-webp-vflsYL2Tr.css,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/css,,,560,329,,,175,0,41,141,3,91,0,216.58.207.46,,312,,
3,,2019-10-12T14:59:01.008+03:00,GET,https://www.youtube.com/yts/jsbin/web-animations-next-lite.min-vflluX5aW/web-animations-next-lite.min.js,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,15742,,,175,0,85,142,18,89,0,216.58.207.46,,367,,
4,,2019-10-12T14:59:01.008+03:00,GET,https://www.youtube.com/yts/jsbin/webcomponents-sd-vflsdda5l/webcomponents-sd.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,21439,,,170,0,60,136,14,102,0,216.58.207.46,,348,,
5,,2019-10-12T14:59:01.008+03:00,GET,https://www.youtube.com/yts/jsbin/custom-elements-es5-adapter-vflsrwHZH/custom-elements-es5-adapter.js,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,814,,,169,0,0,136,8,113,0,216.58.207.46,,292,,
6,,2019-10-12T14:59:01.148+03:00,GET,https://www.youtube.com/yts/htmlbin/desktop_polymer_v2-vflYMS1Cf.html,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,text/html,,,615,341964,,,-1,-1,343,-1,40,95,-1,216.58.207.46,,479,,
7,,2019-10-12T14:59:01.148+03:00,GET,https://www.youtube.com/yts/jsbin/scheduler-vflhRKj4U/scheduler.js,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,2595,,,-1,-1,1,-1,0,83,-1,216.58.207.46,,85,,
8,,2019-10-12T14:59:01.195+03:00,GET,https://www.youtube.com/yts/jsbin/www-tampering-vflEgtWpA/www-tampering.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,3635,,,-1,-1,1,-1,0,85,-1,216.58.207.46,,87,,
9,,2019-10-12T14:59:01.211+03:00,GET,https://www.youtube.com/yts/jsbin/www-prepopulator-vfl8hLntF/www-prepopulator.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,564,321,,,-1,-1,0,-1,0,88,-1,216.58.207.46,,89,,
10,,2019-10-12T14:59:01.211+03:00,GET,https://www.youtube.com/yts/jsbin/spf-vflqCgDoF/spf.js,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,12228,,,-1,-1,34,-1,0,88,-1,216.58.207.46,,123,,
11,,2019-10-12T14:59:01.289+03:00,GET,https://www.youtube.com/yts/jsbin/network-vflX047bV/network.js,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,4691,,,-1,-1,3,-1,0,93,-1,216.58.207.46,,98,,
12,,2019-10-12T14:59:01.289+03:00,GET,https://www.youtube.com/yts/jsbin/desktop_polymer_v2-vflyh3fQc/desktop_polymer_v2.js,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,667680,,,-1,-1,506,-1,0,90,-1,216.58.207.46,,596,,
13,,2019-10-12T14:59:03.304+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,1368,0,31,1325,1,99,1,172.217.16.131,,1502,,
14,,2019-10-12T14:59:03.445+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,-1,-1,17,-1,0,83,-1,172.217.16.131,,101,,
15,,2019-10-12T14:59:03.867+03:00,GET,https://fonts.googleapis.com/css?family=YT%20Sans%3A300%2C500%2C700,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,405,,,3028,0,0,3000,0,98,0,216.58.207.42,,3129,value,
16,,2019-10-12T14:59:04.250+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:400,300,300italic,400italic,500,500italic,700,700italic",HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,881,,,-1,-1,0,-1,0,107,-1,216.58.207.42,,109,value,
17,,2019-10-12T14:59:04.365+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto+Mono:400,700",HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,552,,,-1,-1,0,-1,0,99,-1,216.58.207.42,,101,value,
18,,2019-10-12T14:59:04.935+03:00,GET,https://www.youtube.com/sw.js,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,504,2708,,,-1,-1,1,-1,0,140,-1,216.58.207.46,,142,,
19,,2019-10-12T14:59:04.994+03:00,GET,https://www.youtube.com/yts/cssbin/player-vflNrEXVj/www-player-webp.css,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css,,,561,41451,,,-1,-1,136,-1,0,94,-1,216.58.207.46,,231,,
20,,2019-10-12T14:59:04.995+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/base.js,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393512,,,-1,-1,184,-1,0,93,-1,216.58.207.46,,278,,
21,,2019-10-12T14:59:05.188+03:00,GET,https://yt3.ggpht.com/sMwgWsx9oOWKiIUWSQsNa8KN-pQPzgmwz2l121DDeNQAv6T9xf1Kp9M0b_vNilyDuyA8c6lU=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1294,,,3242,0,0,3206,1,86,0,216.58.207.65,,3331,,
22,,2019-10-12T14:59:05.196+03:00,GET,https://yt3.ggpht.com/NT4l8fEwROekQhZesLUnvt5wOVz3ybUoGBES_k6I96_lbNSKN5M_VXb6kYEf_Q7T0hj9Um7qeg=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1793,,,4325,0,0,4295,1,89,26,216.58.207.65,,4443,,
23,,2019-10-12T14:59:05.212+03:00,GET,https://yt3.ggpht.com/hrzkEEgLQhkyBw3AGBKYzVpPQOeAUrO2c2P27Mr-cjXPE2763LhCKzwsE07IDh8y2BGaycFD2YI=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1391,,,3260,0,0,3230,0,82,0,216.58.207.65,,3344,,
24,,2019-10-12T14:59:05.253+03:00,GET,https://yt3.ggpht.com/8_oN5lO7Zt19TY89MM798c20zEeJcwsK9zvvPHd3ivCH8MS_49LC9uqPutjA8MM5nEC7_a5Z=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1523,,,3308,0,1,3263,0,95,0,216.58.207.65,,3407,,
25,,2019-10-12T14:59:05.285+03:00,GET,https://yt3.ggpht.com/5HkUAx2SOolanKFGX7Au5O84m4XbzvjpxXowcw2EYjbZmUObb_MzjZiiSDfy3z9ImpC0PCuZIB_dlPnEqQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,image/jpeg,,,584,1307,,,-1,-1,0,-1,0,84,-1,216.58.207.65,,86,,
26,,2019-10-12T14:59:05.287+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-watch-page-skeleton-webp-vflQ9GNSj.css,HTTP/1.1,504,0,,200,OK,HTTP/1.1,0,text/css,,,561,1040,,,-1,-1,0,-1,0,82,-1,216.58.207.46,,83,,
27,,2019-10-12T14:59:05.292+03:00,GET,https://yt3.ggpht.com/q4dKhqTNe--O0MGDi_bFvaFAIiHcbdhfkOUiKM0qQPzPf3Zo9kryYxuMqP1bW6w1WdYswAfOpQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1394,,,-1,-1,0,-1,0,85,-1,216.58.207.65,,85,,
28,,2019-10-12T14:59:05.301+03:00,GET,https://yt3.ggpht.com/NT_vjqwKRGVxekt6CgZYErgm67rrlIxBEj_CIo_1DE2a6z55eaQz2fOJG8F_dC5dmtgurpWVOg=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1276,,,-1,-1,0,-1,0,122,-1,216.58.207.65,,123,,
29,,2019-10-12T14:59:05.484+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,147,0,50,112,1,81,0,172.217.16.131,,281,,
30,,2019-10-12T14:59:07.736+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/base.js,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393512,,,-1,-1,196,-1,0,101,-1,216.58.207.46,,299,,
31,,2019-10-12T14:59:07.738+03:00,GET,https://fonts.gstatic.com/s/ytsans/v8/46kqlb3ta3zqoJU2dbvnb0Jg0g.woff2,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,17792,,,-1,-1,42,-1,0,100,-1,172.217.16.131,,143,,
32,,2019-10-12T14:59:07.747+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmWUlfBBc4.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15816,,,-1,-1,41,-1,0,90,-1,172.217.16.131,,132,,
33,,2019-10-12T14:59:08.383+03:00,GET,https://i.ytimg.com/generate_204,HTTP/1.1,348,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,7306,0,0,7284,34,84,31,172.217.18.118,,7456,,
34,,2019-10-12T14:59:08.508+03:00,GET,https://i.ytimg.com/vi/SlPhMPnQ58k/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLC3-te3pZj3Hy1TFd_TOn2QsCiq0g,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,443,3962,,,-1,-1,1,-1,0,122,-1,172.217.18.118,,124,value,
35,,2019-10-12T14:59:08.511+03:00,GET,https://i.ytimg.com/vi/IdaZqw9gfOQ/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB6g3D8eDjza4X-C2mwel2One8nLA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,451,5868,,,354,0,2,101,1,86,0,172.217.18.118,,444,value,
