,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.wait,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
25,,2019-10-11T17:44:12.256+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,54921,,,-1,0,100,-1,-1,37,-1,99.86.255.10,,138,,
26,,2019-10-11T17:44:12.938+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,617,26764,,,1779,0,121,32,1812,64,0,151.101.18.110,,2032,,
27,,2019-10-11T17:44:13.680+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2542,0,157,29,2567,0,0,52.73.238.209,,2755,,
28,,2019-10-11T17:44:13.685+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,1996,0,160,0,2029,0,0,52.73.238.209,,2191,,
29,,2019-10-11T17:44:13.689+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2000,0,162,0,2026,0,0,52.73.238.209,,2190,,
30,,2019-10-11T17:44:13.722+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2042,1,175,0,2070,0,0,52.73.238.209,,2247,,
31,,2019-10-11T17:44:13.833+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,578,22078,,,2843,0,97,36,2882,52,0,216.58.207.72,,3069,value,
32,,2019-10-11T17:44:13.843+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,0,168,-1,-1,0,-1,52.73.238.209,,169,,
33,,2019-10-11T17:44:13.849+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,0,161,-1,-1,0,-1,52.73.238.209,,162,,
34,,2019-10-11T17:44:13.857+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,0,161,-1,-1,0,-1,52.73.238.209,,162,,
35,,2019-10-11T17:44:13.903+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,0,165,-1,-1,0,-1,52.73.238.209,,166,,
36,,2019-10-11T17:44:13.971+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,771,,0,,unknown,0,,,,-1,-1,,,268,1,0,0,311,0,0,52.73.238.209,,312,,No response received
37,,2019-10-11T17:44:14.017+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,888,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,0,-1,52.73.238.209,,0,,No response received
38,,2019-10-11T17:44:14.017+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,889,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,0,-1,52.73.238.209,,0,,No response received
39,,2019-10-11T17:44:14.023+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,792,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,0,-1,52.73.238.209,,0,,No response received
