,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T16:10:50.530+03:00,POST,https://www.pinterest.com/resource/StatsLogResource/create/,HTTP/1.1,995,266,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,664,13042,,,-1,0,-1,294,5,-1,-1,212.55.188.219,,301,
1,,2019-10-08T16:10:50.539+03:00,POST,https://www.pinterest.com/_/_/report/page_load_metric/,HTTP/1.1,1056,14888,,204,No Content,HTTP/1.1,0,,,,561,0,,,-1,4,-1,367,0,-1,-1,212.55.188.219,,372,
2,,2019-10-08T16:10:50.570+03:00,POST,https://www.pinterest.com/resource/ContextLogResource/create/,HTTP/1.1,1289,522,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,628,13181,,,-1,0,-1,316,11,-1,-1,212.55.188.219,,328,
3,,2019-10-08T16:10:50.916+03:00,GET,https://www.pinterest.com/,HTTP/1.1,897,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1718,17507,,,-1,0,-1,309,25,-1,-1,212.55.188.219,,335,
4,,2019-10-08T16:10:51.269+03:00,GET,https://i.pinimg.com/assets/js/warm.js?_=1570541293389,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,490,0,,,-1,0,-1,34,0,-1,-1,212.55.188.219,,34,value
5,,2019-10-08T16:10:51.270+03:00,GET,https://s.pinimg.com/webapp/style/gestalt-1eb6cb5ea6b63c92bf18.css,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,text/css,,,504,8497,,,-1,0,-1,40,0,-1,-1,212.55.188.219,,41,
6,,2019-10-08T16:10:51.270+03:00,GET,https://s.pinimg.com/webapp/style/common_desktop-60a558fbd03cc37851a3.css,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/css,,,505,37464,,,-1,0,-1,79,31,-1,-1,212.55.188.219,,111,
7,,2019-10-08T16:10:51.662+03:00,POST,https://www.pinterest.com/resource/ActivateExperimentResource/create/,HTTP/1.1,1092,233,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,664,13026,,,-1,0,-1,245,13,-1,-1,212.55.188.219,,259,
8,,2019-10-08T16:10:51.800+03:00,GET,https://sdk.accountkit.com/en_US/sdk.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,706,1177,,,-1,0,-1,108,0,-1,-1,31.13.92.10,,108,
9,,2019-10-08T16:10:51.803+03:00,GET,https://s.pinimg.com/webapp/js/pjs-vendors~PhoneNumberAsYouTypeParserCommon-ff7fbcb653bb7606812b.js,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,application/javascript,,,519,21731,,,-1,0,-1,52,2,-1,-1,212.55.188.219,,55,
10,,2019-10-08T16:10:51.805+03:00,GET,https://s.pinimg.com/webapp/js/pjs-PhoneNumberAsYouTypeParserCommon-ed9ae24467c3f1775b89.js,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/javascript,,,517,178,,,-1,0,-1,48,0,-1,-1,212.55.188.219,,48,
11,,2019-10-08T16:10:51.806+03:00,GET,https://www.google.com/recaptcha/api.js?onload=onloadCallbackV3&render=6Ldx7ZkUAAAAAF3SZ05DRL2Kdh911tCa3qFP0-0r,HTTP/1.1,618,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,522,,,-1,0,-1,101,0,-1,-1,172.217.18.4,,102,value
12,,2019-10-08T16:10:51.809+03:00,GET,https://accounts.google.com/gsi/client,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,675,23932,,,-1,0,-1,113,64,-1,-1,172.217.22.77,,178,
13,,2019-10-08T16:10:51.813+03:00,GET,https://www.pinterest.com/resource/UserExperienceResource/get/?source_url=%2F&data=%7B%22options%22%3A%7B%22placement_ids%22%3A%5B1000154%5D%2C%22extra_context%22%3A%7B%7D%7D%2C%22context%22%3A%7B%7D%7D&_=1570540251810,HTTP/1.1,1095,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,664,13187,,,-1,0,-1,266,32,-1,-1,212.55.188.219,,299,value
14,,2019-10-08T16:10:51.817+03:00,GET,https://s.pinimg.com/webapp/js/pjs-AutologinUtilCommon-7d91c3ee2691c2fd5ddd.js,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,application/javascript,,,518,8546,,,-1,0,-1,37,0,-1,-1,212.55.188.219,,38,
15,,2019-10-08T16:10:51.819+03:00,GET,https://www.pinterest.com/resource/UnauthUserDataResource/get/?source_url=%2F&data=%7B%22options%22%3A%7B%7D%2C%22context%22%3A%7B%7D%7D&_=1570540251817,HTTP/1.1,1029,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,628,13115,,,-1,0,-1,227,13,-1,-1,212.55.188.219,,242,value
16,,2019-10-08T16:10:51.949+03:00,GET,https://apis.google.com/js/client:platform.js,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,17043,,,-1,0,-1,125,13,-1,-1,172.217.23.142,,139,
17,,2019-10-08T16:10:52.019+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=3d1919859efceb73bcc7cdcbb35a1c7b&ua=modern_es6,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59059,,,0,0,183,103,124,0,214,31.13.92.14,,443,value
18,,2019-10-08T16:10:52.051+03:00,GET,https://accounts.google.com/gsi/style,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,661,260,,,-1,6,-1,106,0,-1,-1,172.217.22.77,,113,
