,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.wait,timings.dns,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time
0,,2019-10-12T15:07:47.468+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,-1,3,147,144,23,54,0,217.70.184.38,,373
1,,2019-10-12T15:07:47.902+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,274,317,,,-1,2,397,146,7,27,0,66.147.242.186,,581
2,,2019-10-12T15:07:48.475+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,-1,5,250,-1,1,-1,-1,66.147.242.186,,257
3,,2019-10-12T15:07:48.778+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,-1,2,234,-1,1,-1,-1,66.147.242.186,,238
4,,2019-10-12T15:07:48.784+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,-1,1,448,4,2344,39,0,66.147.242.186,,2838
