,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-11T17:55:57.481+03:00,GET,https://static.poptropica.com/js/pop-homepage.js,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,text/javascript,,,624,6874,,,-1,-1,12,-1,-1,0,102,143.204.198.80,,115,,
11,,2019-10-11T17:55:57.602+03:00,GET,https://static.poptropica.com/images/edit-pen-icon.png,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,image/png,,,607,2384,,,-1,-1,0,-1,-1,0,100,143.204.198.80,,101,,
12,,2019-10-11T17:55:57.709+03:00,GET,https://static.poptropica.com/images/explore-icon.png,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,image/png,,,608,7489,,,-1,-1,0,-1,-1,0,93,143.204.198.80,,94,,
13,,2019-10-11T17:55:57.809+03:00,GET,https://static.poptropica.com/images/become-member-icon.png,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/png,,,607,3758,,,-1,-1,0,-1,-1,0,94,143.204.198.80,,95,,
14,,2019-10-11T17:55:57.909+03:00,GET,https://static.poptropica.com/images/home/app-icon.png,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,image/png,,,611,112469,,,-1,-1,97,-1,-1,0,105,143.204.198.80,,203,,
15,,2019-10-11T17:55:58.120+03:00,GET,https://static.poptropica.com/images/home/blog-character.png,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/png,,,620,59060,,,-1,-1,57,-1,-1,0,84,143.204.198.80,,142,,
16,,2019-10-11T17:56:00.576+03:00,GET,https://www.kidsafeseal.com/sealimage/9223372036854775807/poptropica_small_darktm.png,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,image/png,,,627,4398,,,2230,0,2,2205,75,0,132,104.25.51.33,,2441,,
17,,2019-10-11T17:56:01.199+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,618,30399,,,7198,0,62,7160,1,0,104,172.217.22.106,,7367,,
18,,2019-10-11T17:56:01.203+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,616,33434,,,6997,0,64,6966,0,0,100,172.217.22.106,,7162,,
19,,2019-10-11T17:56:01.400+03:00,GET,https://www.poptropica.com/brain/track.php?event=Pageview&campaign=IndexPage&cluster=Home&scene=Home&choice=IndexPage&randomNumber=0.30001049018369685,HTTP/1.1,590,0,,200,OK,HTTP/1.1,0,text/html; charset=iso-8859-1,,,640,20,,,-1,-1,0,-1,-1,0,322,13.224.132.135,,324,value,
20,,2019-10-11T17:56:01.406+03:00,GET,https://static.poptropica.com/images/home/white-paper-background.png,HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,image/png,,,609,32561,,,-1,-1,26,-1,-1,0,110,143.204.198.80,,138,,
21,,2019-10-11T17:56:02.759+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,1245,0,30,1218,0,0,106,172.217.22.110,,1383,,
22,,2019-10-11T17:56:04.621+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-MBKX72F,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,578,19762,,,3872,0,44,3848,30,0,123,216.58.207.72,,4070,value,
23,,2019-10-11T17:56:04.827+03:00,GET,https://www.google-analytics.com/gtm/js?id=GTM-NG5PMVX&t=gtm1&cid=749146714.1570805763,HTTP/1.1,405,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,-1,0,0,172.217.22.110,,0,value,No response received
