,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.wait,timings.ssl,timings.send,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-12T08:01:37.172+03:00,GET,https://www.codecademy.com/,HTTP/1.1,1177,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,894,20497,,,-1,-1,43,-1,248,-1,0,104.20.26.250,,292,
1,,2019-10-12T08:01:37.450+03:00,GET,https://www.codecademy.com/webpack/105.b0ca2c49a6d3e4f35cbc.chunk.css,HTTP/1.1,1113,0,,200,OK,HTTP/1.1,0,text/css,,,534,1972,,,-1,-1,0,-1,131,-1,0,104.20.26.250,,132,
2,,2019-10-12T08:01:37.450+03:00,GET,https://www.codecademy.com/webpack/7.76c67b49e29df656210e.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,208,,,-1,-1,0,-1,131,-1,0,104.20.26.250,,132,
3,,2019-10-12T08:01:37.451+03:00,GET,https://www.codecademy.com/webpack/30.5aef409b13034b8393c0.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,252,,,-1,-1,0,-1,124,-1,0,104.20.26.250,,124,
4,,2019-10-12T08:01:37.463+03:00,GET,https://www.codecademy.com/webpack/33.68bde9f8d8e049a57945.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,131,,,-1,-1,0,-1,105,-1,0,104.20.26.250,,106,
5,,2019-10-12T08:01:37.468+03:00,GET,https://www.codecademy.com/webpack/74.4d78988499577313336d.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,534,5181,,,-1,-1,2,-1,110,-1,0,104.20.26.250,,114,
6,,2019-10-12T08:01:37.572+03:00,GET,https://www.codecademy.com/webpack/76.56a72f875e30b76d4158.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,268,,,-1,-1,0,-1,122,-1,0,104.20.26.250,,123,
7,,2019-10-12T08:01:37.578+03:00,GET,https://www.codecademy.com/webpack/91.4a2e66824076c2a0f6ba.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,532,339,,,-1,-1,0,-1,121,-1,0,104.20.26.250,,122,
8,,2019-10-12T08:01:37.587+03:00,GET,https://www.codecademy.com/webpack/111.6cc12a1df6b7ccb47bab.chunk.css,HTTP/1.1,1113,0,,200,OK,HTTP/1.1,0,text/css,,,533,461,,,-1,-1,0,-1,109,-1,0,104.20.26.250,,110,
9,,2019-10-12T08:01:37.587+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,325,,,-1,-1,0,-1,109,-1,0,104.20.26.250,,110,
10,,2019-10-12T08:01:37.587+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,147,,,-1,-1,0,-1,118,-1,0,104.20.26.250,,119,
11,,2019-10-12T08:01:37.699+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,482,,,-1,-1,0,-1,91,-1,0,104.20.26.250,,92,
12,,2019-10-12T08:01:37.703+03:00,GET,https://www.codecademy.com/webpack/23.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,518,1502,,,-1,-1,0,-1,101,-1,0,104.20.26.250,,102,
13,,2019-10-12T08:01:37.703+03:00,GET,https://www.codecademy.com/webpack/65.45214f5047bee175b0de.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,249,,,-1,-1,0,-1,95,-1,0,104.20.26.250,,96,
14,,2019-10-12T08:01:37.704+03:00,GET,https://www.codecademy.com/webpack/78.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,-1,-1,0,-1,94,-1,0,104.20.26.250,,95,
15,,2019-10-12T08:01:37.710+03:00,GET,https://www.codecademy.com/webpack/90.d803e06b6ca2b421f9ad.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,532,653,,,-1,-1,0,-1,99,-1,0,104.20.26.250,,100,
16,,2019-10-12T08:01:37.794+03:00,GET,https://www.codecademy.com/webpack/110.e96df2b662230d8d1849.chunk.css,HTTP/1.1,1113,0,,200,OK,HTTP/1.1,0,text/css,,,534,1250,,,-1,-1,0,-1,96,-1,0,104.20.26.250,,97,
17,,2019-10-12T08:01:37.804+03:00,GET,https://www.codecademy.com/webpack/157.ea4a780c80a2b836eaf7.chunk.css,HTTP/1.1,1113,0,,200,OK,HTTP/1.1,0,text/css,,,533,477,,,-1,-1,0,-1,95,-1,0,104.20.26.250,,96,
