,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.ssl,timings.dns,timings.wait,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
23,facebook,2019-10-12T07:54:55.076+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/7smvGSARS54.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38622,,,0,-1,-1,359,-1,562,-1,157.240.1.23,,922,value,
24,facebook,2019-10-12T07:54:55.087+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,104,-1,0,-1,157.240.1.35,,105,,
25,facebook,2019-10-12T07:54:55.196+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,107,-1,0,-1,157.240.1.35,,108,,
26,facebook,2019-10-12T07:54:55.266+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yl/l/he_IL/x8gSZHMRGWI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4096,,,0,-1,-1,348,-1,26,-1,157.240.1.23,,375,value,
27,facebook,2019-10-12T07:54:55.420+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4811,,,0,-1,-1,263,-1,29,-1,157.240.1.23,,293,value,
28,facebook,2019-10-12T07:54:55.429+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17789,,,0,-1,-1,300,-1,337,-1,157.240.1.23,,638,value,
29,facebook,2019-10-12T07:54:55.451+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2394,,,0,-1,-1,413,-1,7,-1,157.240.1.23,,420,value,
30,facebook,2019-10-12T07:54:55.645+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9944,,,0,-1,-1,355,-1,58,-1,157.240.1.23,,414,value,
31,facebook,2019-10-12T07:54:55.715+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5907,,,0,-1,-1,353,-1,35,-1,157.240.1.23,,388,value,
32,facebook,2019-10-12T07:54:56.078+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,0,-1,-1,83,-1,0,-1,157.240.1.23,,84,,
33,facebook,2019-10-12T07:55:00.627+03:00,GET,https://cx.atdmt.com/?f=AYwO_dVWDAikTxCcX8oN8UMkjVJ0SXst0NGv4tf2HvkijBQScQ4adydVjN6aYHXodarx7oX9fIJE3vkDhOsc4aRA&c=1749352454&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,5259,18,139,0,0,5289,157.240.1.6,,5449,value,
34,facebook,2019-10-12T07:55:01.936+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43688,,,0,6675,19,207,0,162,6701,157.240.1.35,,7091,value,
35,facebook,2019-10-12T07:55:02.163+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,0,-1,-1,90,-1,0,-1,157.240.1.23,,91,value,
36,facebook,2019-10-12T07:55:02.164+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36856,,,1,-1,-1,171,-1,517,-1,157.240.1.23,,689,value,
37,facebook,2019-10-12T07:55:02.164+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,1,-1,-1,88,-1,361,-1,157.240.1.23,,450,value,
38,facebook,2019-10-12T07:55:02.164+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,0,195,0,204,0,721,222,157.240.1.23,,1149,value,
39,facebook,2019-10-12T07:55:04.135+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4921,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,2,-1,-1,114,-1,0,-1,157.240.1.35,,116,,
40,facebook,2019-10-12T07:55:05.552+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,3320,27,125,0,2,3361,172.217.21.228,,3517,,
41,facebook,2019-10-12T07:55:05.772+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,0,-1,-1,272,-1,2085,-1,157.240.1.23,,2358,value,
42,facebook,2019-10-12T07:55:05.773+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,0,-1,-1,185,-1,282,-1,157.240.1.23,,468,value,
43,facebook,2019-10-12T07:55:05.773+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,0,-1,-1,98,-1,1,-1,157.240.1.23,,100,value,
44,facebook,2019-10-12T07:55:05.775+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,0,-1,-1,107,-1,485,-1,157.240.1.23,,593,value,
45,facebook,2019-10-12T07:55:07.079+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,1340,15,82,0,130,1370,172.217.22.67,,1600,,
46,facebook,2019-10-12T07:55:07.320+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=lahxe73ojnxd,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9615,,,0,-1,-1,114,-1,14,-1,172.217.21.228,,129,value,
47,facebook,2019-10-12T07:55:07.453+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,1,-1,-1,86,-1,51,-1,172.217.22.67,,139,,
48,facebook,2019-10-12T07:55:07.595+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,111,0,81,0,158,139,172.217.22.67,,381,,
49,facebook,2019-10-12T07:55:07.866+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,0,-1,-1,85,-1,5,-1,172.217.21.228,,91,,
50,facebook,2019-10-12T07:55:07.959+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,-1,-1,93,-1,2,-1,172.217.21.228,,96,value,
51,facebook,2019-10-12T07:55:08.006+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=277tkeykewg,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,0,111,0,93,0,1,135,172.217.21.228,,231,value,
52,facebook,2019-10-12T07:55:08.095+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,-1,-1,87,-1,46,-1,172.217.22.67,,134,,
53,facebook,2019-10-12T07:55:08.125+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,0,-1,-1,97,-1,35,-1,172.217.22.67,,133,,
54,facebook,2019-10-12T07:55:08.390+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=omfnug%3Aecdypa%3Agdl797&__hsi=6746780019230719583-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570857134,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,8,-1,-1,0,-1,0,-1,157.240.1.35,,8,value,No response received
