,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.wait,timings.send,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T15:37:38.611+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,230,1,0,94,0,204,0,31.13.92.14,,328,,
11,facebook,2019-10-12T15:37:38.734+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/l-suYkrVcIw.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,80064,,,-1,138,-1,107,0,-1,-1,31.13.92.14,,247,,
12,facebook,2019-10-12T15:37:38.782+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/xPbeceSA7aR.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,15503,,,-1,6,-1,92,0,-1,-1,31.13.92.14,,100,,
13,facebook,2019-10-12T15:37:38.886+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,-1,2,-1,92,0,-1,-1,31.13.92.14,,95,,
14,facebook,2019-10-12T15:37:38.900+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/2JUW_O4RBU4.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,18256,,,162,37,0,96,1,124,0,31.13.92.14,,297,,
15,facebook,2019-10-12T15:37:38.955+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yo/l/he_IL/O_fKht9azy1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99946,,,-1,62,-1,118,0,-1,-1,31.13.92.14,,181,value,
16,facebook,2019-10-12T15:37:38.955+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yA/l/he_IL/ZKeeFEM7Rh0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,163248,,,-1,197,-1,104,0,-1,-1,31.13.92.14,,302,value,
17,facebook,2019-10-12T15:37:38.956+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y2/r/tL-1IuxbSOs.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52387,,,-1,92,-1,94,0,-1,-1,31.13.92.14,,188,value,
18,facebook,2019-10-12T15:37:38.956+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/5ohbmg8qQA9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30489,,,-1,43,-1,113,0,-1,-1,31.13.92.14,,158,value,
19,facebook,2019-10-12T15:37:39.341+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y6/l/he_IL/k08FUo2BmPf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23571,,,-1,9,-1,109,0,-1,-1,31.13.92.14,,119,value,
20,facebook,2019-10-12T15:37:39.341+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/lWODIWSCqaV.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2484,,,-1,2,-1,117,0,-1,-1,31.13.92.14,,119,value,
21,facebook,2019-10-12T15:37:39.342+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/dG4JY8oc_ui.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5790,,,-1,1,-1,122,0,-1,-1,31.13.92.14,,123,value,
22,facebook,2019-10-12T15:37:39.345+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yR/l/he_IL/4kh6bTj4uVF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35505,,,-1,73,-1,119,0,-1,-1,31.13.92.14,,193,value,
23,facebook,2019-10-12T15:37:39.346+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/y5/l/he_IL/yVqCJSIATX8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27599,,,-1,40,-1,114,0,-1,-1,31.13.92.14,,156,value,
24,facebook,2019-10-12T15:37:39.464+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y7/l/he_IL/jTdnzvwnIBW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191696,,,-1,114,-1,92,0,-1,-1,31.13.92.14,,207,value,
25,facebook,2019-10-12T15:37:39.464+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yV/l/he_IL/FogCEfhCZIF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6232,,,-1,3,-1,94,0,-1,-1,31.13.92.14,,98,value,
26,facebook,2019-10-12T15:37:39.479+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yw/l/he_IL/nI2XSdw1B27.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34229,,,-1,12,-1,105,0,-1,-1,31.13.92.14,,119,value,
27,facebook,2019-10-12T15:37:39.505+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yL/l/he_IL/MiZ5VE7zW82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14384,,,-1,9,-1,97,0,-1,-1,31.13.92.14,,107,value,
28,facebook,2019-10-12T15:37:39.528+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,138,0,-1,-1,31.13.92.36,,139,,
29,facebook,2019-10-12T15:37:39.542+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yV/l/he_IL/bhdYb1T3OBP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31964,,,-1,44,-1,109,0,-1,-1,31.13.92.14,,154,value,
30,facebook,2019-10-12T15:37:39.572+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yG/l/he_IL/ODcLV4MNLuC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45898,,,-1,17,-1,93,0,-1,-1,31.13.92.14,,111,value,
31,facebook,2019-10-12T15:37:39.603+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/yo1HtzrwOlu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5319,,,-1,0,-1,105,0,-1,-1,31.13.92.14,,106,value,
32,facebook,2019-10-12T15:37:39.603+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,-1,1,-1,98,0,-1,-1,31.13.92.14,,100,value,
33,facebook,2019-10-12T15:37:39.681+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yR/l/he_IL/FIqOd-kqWWn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10981,,,-1,5,-1,89,0,-1,-1,31.13.92.14,,95,value,
34,facebook,2019-10-12T15:37:39.685+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,130,0,-1,-1,31.13.92.36,,131,,
35,facebook,2019-10-12T15:37:39.690+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/ayJdS1pEn1C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3571,,,-1,2,-1,90,0,-1,-1,31.13.92.14,,93,value,
36,facebook,2019-10-12T15:37:39.839+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,102,0,-1,-1,31.13.92.14,,104,,
37,facebook,2019-10-12T15:37:40.887+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yO/l/he_IL/4sZ44L7Ayqz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11459,,,-1,8,-1,120,0,-1,-1,31.13.92.14,,130,value,
38,facebook,2019-10-12T15:37:40.981+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,2297,0,0,135,0,2266,0,31.13.92.36,,2435,,
39,facebook,2019-10-12T15:37:41.226+03:00,GET,https://cx.atdmt.com/?f=AYzUtRnJjX1EiL56nnxqxMmh7sTpqBa-D5s23J7v6xpDNba8nhKbqNtZFBP3lA-sbd4UygNFivUCNJmRzMIdSEbE&c=361485792&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,1344,0,0,150,0,1313,27,31.13.92.2,,1524,value,
40,facebook,2019-10-12T15:37:41.351+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44528,,,1647,138,0,216,0,1609,0,31.13.92.36,,2004,value,
41,facebook,2019-10-12T15:37:41.613+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,-1,1,-1,98,2,-1,-1,31.13.92.14,,102,value,
42,facebook,2019-10-12T15:37:41.614+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,-1,17,-1,97,1,-1,-1,31.13.92.14,,116,value,
43,facebook,2019-10-12T15:37:41.614+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,188,142,0,117,1,137,0,31.13.92.14,,450,value,
44,facebook,2019-10-12T15:37:41.615+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,-1,31,-1,106,0,-1,-1,31.13.92.14,,139,value,
45,facebook,2019-10-12T15:37:43.184+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1570,9,0,112,0,1534,0,172.217.18.4,,1694,,
46,facebook,2019-10-12T15:37:43.423+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,-1,67,-1,121,0,-1,-1,31.13.92.14,,189,value,
47,facebook,2019-10-12T15:37:43.423+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,2,-1,155,0,-1,-1,31.13.92.14,,158,value,
48,facebook,2019-10-12T15:37:43.425+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,-1,14,-1,107,0,-1,-1,31.13.92.14,,122,value,
49,facebook,2019-10-12T15:37:43.425+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,-1,144,-1,112,0,-1,-1,31.13.92.14,,258,value,
50,facebook,2019-10-12T15:37:43.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,198,104,0,120,0,143,0,31.13.92.14,,424,value,
51,facebook,2019-10-12T15:37:43.563+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,-1,4,-1,92,0,-1,-1,31.13.92.14,,96,value,
52,facebook,2019-10-12T15:37:44.654+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,1294,145,0,100,0,1263,33,172.217.22.35,,1573,,
53,facebook,2019-10-12T15:37:44.945+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=3z6tgub7sgvd,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,10573,,,-1,30,-1,127,0,-1,-1,172.217.18.4,,158,value,
54,facebook,2019-10-12T15:37:45.110+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,51,-1,96,1,-1,-1,172.217.22.35,,148,,
55,facebook,2019-10-12T15:37:45.262+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,65,-1,85,0,-1,-1,172.217.22.35,,151,,
56,facebook,2019-10-12T15:37:45.442+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,12,-1,95,0,-1,-1,172.217.18.4,,108,,
57,facebook,2019-10-12T15:37:45.553+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=4lyhtw3uk2qr,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,-1,0,-1,106,0,-1,-1,172.217.18.4,,108,value,
58,facebook,2019-10-12T15:37:45.589+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,144,1,0,93,0,109,0,172.217.18.4,,240,value,
59,facebook,2019-10-12T15:37:45.721+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,0,-1,-1,172.217.22.35,,0,,No response received
60,facebook,2019-10-12T15:37:45.739+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=378uq7%3A93ir4e%3Afsu6z0&__hsi=6746899268106557793-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570884899,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,0,-1,-1,31.13.92.36,,0,value,No response received
