,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
28,facebook,2019-10-08T19:55:44.413+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,1,-1,-1,-1,-1,0,88,31.13.92.14,,90,value,
29,facebook,2019-10-08T19:55:44.431+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,-1,0,133,31.13.92.36,,134,,
30,facebook,2019-10-08T19:55:44.469+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,8,-1,-1,-1,-1,0,86,31.13.92.14,,95,value,
31,facebook,2019-10-08T19:55:44.508+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5711,,,0,-1,-1,-1,-1,0,110,31.13.92.14,,111,value,
32,facebook,2019-10-08T19:55:44.573+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,-1,0,152,31.13.92.36,,154,,
33,facebook,2019-10-08T19:55:44.598+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,-1,0,98,31.13.92.14,,99,,
34,facebook,2019-10-08T19:55:46.738+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43940,,,130,0,2061,2037,0,0,228,31.13.92.36,,2422,value,
35,facebook,2019-10-08T19:55:46.806+03:00,GET,https://cx.atdmt.com/?f=AYy_0fyyODiiFXgT3lcbnmUSH2cA1a9XzGMd2Oud2KhtE77wADgMW8Rz--YW34_K7ayqffRS0RxkrbO3NKycxqGe&c=1222808891&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,0,0,1942,1911,90,0,135,31.13.92.2,,2169,value,
36,facebook,2019-10-08T19:55:46.985+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,40,-1,-1,-1,-1,0,94,31.13.92.14,,135,value,
37,facebook,2019-10-08T19:55:46.985+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,0,-1,-1,-1,-1,0,93,31.13.92.14,,94,value,
38,facebook,2019-10-08T19:55:46.986+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,58,-1,-1,-1,-1,0,88,31.13.92.14,,147,value,
39,facebook,2019-10-08T19:55:46.987+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,112,-1,-1,-1,-1,0,101,31.13.92.14,,214,value,
40,facebook,2019-10-08T19:55:47.655+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,3,-1,-1,-1,-1,0,113,31.13.92.14,,118,value,
41,facebook,2019-10-08T19:55:47.723+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,4067,4035,0,0,141,31.13.92.36,,4211,,
42,facebook,2019-10-08T19:55:48.749+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1,0,1761,1735,1,0,99,216.58.205.228,,1863,,
43,facebook,2019-10-08T19:55:48.922+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,4,-1,-1,-1,-1,0,129,31.13.92.14,,134,value,
44,facebook,2019-10-08T19:55:48.924+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,2,-1,-1,-1,-1,0,104,31.13.92.14,,107,value,
45,facebook,2019-10-08T19:55:48.924+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,62,-1,-1,-1,-1,0,106,31.13.92.14,,169,value,
46,facebook,2019-10-08T19:55:48.924+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,36,-1,-1,-1,-1,0,109,31.13.92.14,,146,value,
47,facebook,2019-10-08T19:55:48.926+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,146,0,145,120,0,0,97,31.13.92.14,,390,value,
48,facebook,2019-10-08T19:55:48.928+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yJ/l/he_IL/4LiLi7s2lA_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136464,,,193,0,162,136,0,0,116,31.13.92.14,,473,value,
49,facebook,2019-10-08T19:55:49.081+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,83,-1,-1,-1,-1,0,106,31.13.92.14,,190,value,
50,facebook,2019-10-08T19:55:50.664+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,150,0,1803,1785,0,0,100,172.217.22.35,,2055,,
51,facebook,2019-10-08T19:55:50.948+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=ifvh9wz31bm3,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9783,,,15,-1,-1,-1,-1,0,115,216.58.205.228,,131,value,
52,facebook,2019-10-08T19:55:51.101+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,62,-1,-1,-1,-1,0,93,172.217.22.35,,156,,
53,facebook,2019-10-08T19:55:51.251+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,182,0,147,101,0,1,91,172.217.22.35,,422,,
54,facebook,2019-10-08T19:55:51.564+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,3,-1,-1,-1,-1,0,96,216.58.205.228,,100,,
55,facebook,2019-10-08T19:55:51.666+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=52wn8qyuc9i4,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,1,-1,-1,-1,-1,0,119,216.58.205.228,,121,value,
56,facebook,2019-10-08T19:55:51.754+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,0,186,131,0,0,94,216.58.205.228,,283,value,
57,facebook,2019-10-08T19:55:51.842+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267363&__s=fxf9gv%3Avzunf7%3A7r9wo4&__hsi=6745481431378790839-0&__spin_r=1001267363&__spin_b=trunk&__spin_t=1570554783,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,31.13.92.36,,0,value,No response received
