,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T13:28:08.627+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,79,0,231,206,0,1,99,157.240.1.23,,411,,
11,facebook,2019-10-11T13:28:08.642+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,1,0,247,221,0,0,92,157.240.1.23,,342,,
12,facebook,2019-10-11T13:28:08.740+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,125,-1,-1,-1,-1,0,101,157.240.1.23,,226,,
13,facebook,2019-10-11T13:28:08.811+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,6,-1,-1,-1,-1,0,102,157.240.1.23,,108,,
14,facebook,2019-10-11T13:28:08.860+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,0,154,124,0,1,92,157.240.1.23,,249,,
15,facebook,2019-10-11T13:28:08.861+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,38,0,154,124,0,0,94,157.240.1.23,,288,,
16,facebook,2019-10-11T13:28:08.918+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,152,-1,-1,-1,-1,0,88,157.240.1.23,,241,value,
17,facebook,2019-10-11T13:28:09.300+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,18,-1,-1,-1,-1,0,104,157.240.1.23,,124,value,
18,facebook,2019-10-11T13:28:09.301+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,85,-1,-1,-1,-1,0,123,157.240.1.23,,209,value,
19,facebook,2019-10-11T13:28:09.303+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,3,-1,-1,-1,-1,0,94,157.240.1.23,,99,value,
20,facebook,2019-10-11T13:28:09.303+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yd/l/he_IL/et_JXsYk1k4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16033,,,42,-1,-1,-1,-1,0,111,157.240.1.23,,153,value,
21,facebook,2019-10-11T13:28:09.303+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,21,-1,-1,-1,-1,0,99,157.240.1.23,,121,value,
22,facebook,2019-10-11T13:28:09.407+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,57,-1,-1,-1,-1,0,90,157.240.1.23,,149,value,
23,facebook,2019-10-11T13:28:09.423+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,1,-1,-1,-1,-1,0,109,157.240.1.35,,111,,
24,facebook,2019-10-11T13:28:09.433+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yl/l/he_IL/x8gSZHMRGWI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4096,,,3,-1,-1,-1,-1,0,89,157.240.1.23,,93,value,
25,facebook,2019-10-11T13:28:09.434+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,3,-1,-1,-1,-1,0,91,157.240.1.23,,95,value,
26,facebook,2019-10-11T13:28:09.460+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17789,,,32,-1,-1,-1,-1,0,95,157.240.1.23,,129,value,
27,facebook,2019-10-11T13:28:09.525+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,1,-1,-1,-1,-1,0,89,157.240.1.23,,91,value,
28,facebook,2019-10-11T13:28:09.530+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,5,-1,-1,-1,-1,0,97,157.240.1.23,,104,value,
29,facebook,2019-10-11T13:28:09.533+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/BZz23nhoIDH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5891,,,2,-1,-1,-1,-1,0,98,157.240.1.23,,101,value,
30,facebook,2019-10-11T13:28:09.544+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,-1,0,139,157.240.1.35,,140,,
31,facebook,2019-10-11T13:28:09.651+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,-1,0,101,157.240.1.23,,102,,
32,facebook,2019-10-11T13:28:12.993+03:00,GET,https://cx.atdmt.com/?f=AYx9J5YuOCwcpv8t0BREZcqLjSvEnLGRTnkksh0LedUsMXMwniQDy5Nh41QZj2F2y_oZNRlSNa6fBkja5I0jlA_Y&c=19883984&v=1&l=2,HTTP/1.1,508,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,0,0,3267,3248,25,1,188,157.240.1.6,,3482,value,
33,facebook,2019-10-11T13:28:13.630+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,6,-1,-1,-1,-1,0,100,157.240.1.23,,107,value,
34,facebook,2019-10-11T13:28:13.690+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,5037,5018,0,0,113,157.240.1.35,,5153,,
35,facebook,2019-10-11T13:28:16.085+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43647,,,115,0,6513,6488,0,0,188,157.240.1.35,,6818,value,
36,facebook,2019-10-11T13:28:16.302+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,3,-1,-1,-1,-1,0,107,157.240.1.23,,111,value,
37,facebook,2019-10-11T13:28:16.306+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,101,-1,-1,-1,-1,0,103,157.240.1.23,,205,value,
38,facebook,2019-10-11T13:28:16.306+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,33,-1,-1,-1,-1,0,96,157.240.1.23,,130,value,
39,facebook,2019-10-11T13:28:16.336+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,16,-1,-1,-1,-1,0,89,157.240.1.23,,106,value,
40,facebook,2019-10-11T13:28:18.060+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3109,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,-1,-1,-1,-1,0,148,157.240.1.35,,149,,
41,facebook,2019-10-11T13:28:18.119+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1,0,1783,1765,33,0,99,216.58.205.228,,1919,,
42,facebook,2019-10-11T13:28:18.306+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,168,-1,-1,-1,-1,0,109,157.240.1.23,,278,value,
43,facebook,2019-10-11T13:28:18.307+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,5,-1,-1,-1,-1,0,117,157.240.1.23,,123,value,
44,facebook,2019-10-11T13:28:18.308+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,71,-1,-1,-1,-1,0,105,157.240.1.23,,177,value,
45,facebook,2019-10-11T13:28:18.308+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,2,-1,-1,-1,-1,0,95,157.240.1.23,,98,value,
46,facebook,2019-10-11T13:28:21.202+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,131,0,2965,2936,6,0,109,172.217.22.35,,3213,,
47,facebook,2019-10-11T13:28:21.469+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=vw4817i2t8d,HTTP/1.1,721,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9808,,,11,-1,-1,-1,-1,0,112,216.58.205.228,,124,value,
48,facebook,2019-10-11T13:28:21.599+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,574,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,42,-1,-1,-1,-1,0,84,172.217.22.35,,128,,
49,facebook,2019-10-11T13:28:21.731+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,56,-1,-1,-1,-1,0,79,172.217.22.35,,136,,
50,facebook,2019-10-11T13:28:21.898+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,3,-1,-1,-1,-1,0,101,216.58.205.228,,106,,
51,facebook,2019-10-11T13:28:22.007+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=dbnne9gn3i85,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,1,-1,-1,-1,-1,0,99,216.58.205.228,,101,value,
52,facebook,2019-10-11T13:28:22.056+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,0,154,113,0,0,111,216.58.205.228,,267,value,
53,facebook,2019-10-11T13:28:22.191+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=ud51jo%3A5nxssp%3A2jepxb&__hsi=6746494811367961906-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570790729,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,157.240.1.35,,0,value,No response received
54,facebook,2019-10-11T13:28:22.200+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,172.217.22.35,,0,,No response received
