,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
10,facebook,2019-10-08T15:57:41.053+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,69,233,0,1,107,207,31.13.92.14,,411,
11,facebook,2019-10-08T15:57:41.057+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,3,230,0,1,103,205,31.13.92.14,,338,
12,facebook,2019-10-08T15:57:41.169+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,154,-1,-1,0,101,-1,31.13.92.14,,256,
13,facebook,2019-10-08T15:57:41.237+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,6,-1,-1,0,85,-1,31.13.92.14,,93,
14,facebook,2019-10-08T15:57:41.267+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,1,156,0,1,104,129,31.13.92.14,,263,
15,facebook,2019-10-08T15:57:41.267+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,47,157,0,0,104,130,31.13.92.14,,310,
16,facebook,2019-10-08T15:57:41.390+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iunM4/yf/l/he_IL/PyIndVDJDGO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,344282,,,-1,177,-1,-1,0,101,-1,31.13.92.14,,279,value
17,facebook,2019-10-08T15:57:41.869+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yC/r/5jknhq0ezH4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9837,,,-1,6,-1,-1,0,108,-1,31.13.92.14,,116,value
18,facebook,2019-10-08T15:57:41.870+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,1,-1,-1,0,107,-1,31.13.92.14,,109,value
19,facebook,2019-10-08T15:57:41.873+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ifmc4/yZ/l/he_IL/qn9QUahHfcD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17031,,,-1,37,-1,-1,0,108,-1,31.13.92.14,,146,value
20,facebook,2019-10-08T15:57:41.873+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iCqo4/yT/l/he_IL/8600ZvSyCMD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,21685,,,-1,38,-1,-1,0,108,-1,31.13.92.14,,147,value
21,facebook,2019-10-08T15:57:41.873+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/ye/l/he_IL/ZVuz92lEEOH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,26707,,,-1,50,-1,-1,0,98,-1,31.13.92.14,,150,value
22,facebook,2019-10-08T15:57:41.985+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iIl84/yR/l/he_IL/nUDslGkOjz4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10605,,,-1,6,-1,-1,0,88,-1,31.13.92.14,,96,value
23,facebook,2019-10-08T15:57:41.990+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i_HN4/yZ/l/he_IL/Ak1kbpE1m6C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,1582,,,-1,1,-1,-1,0,92,-1,31.13.92.14,,94,value
24,facebook,2019-10-08T15:57:42.015+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,-1,0,128,-1,157.240.1.35,,129,
25,facebook,2019-10-08T15:57:42.023+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/460HBSAxl8E.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,12173,,,-1,7,-1,-1,0,90,-1,31.13.92.14,,98,value
26,facebook,2019-10-08T15:57:42.026+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivic4/yc/l/he_IL/UMO8BD_AQ4P.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11731,,,-1,22,-1,-1,0,94,-1,31.13.92.14,,118,value
27,facebook,2019-10-08T15:57:42.030+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/RgSGRI5K3mg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3738,,,-1,2,-1,-1,0,86,-1,31.13.92.14,,90,value
28,facebook,2019-10-08T15:57:42.089+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yh/l/he_IL/_EbvrHhgb-V.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45817,,,-1,75,-1,-1,0,98,-1,31.13.92.14,,175,value
29,facebook,2019-10-08T15:57:42.089+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,-1,2,-1,-1,0,101,-1,31.13.92.14,,104,value
30,facebook,2019-10-08T15:57:42.124+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/y9/l/he_IL/JThaqtmySkz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14415,,,-1,8,-1,-1,0,86,-1,31.13.92.14,,95,value
31,facebook,2019-10-08T15:57:42.128+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,2,-1,-1,0,88,-1,31.13.92.14,,91,value
32,facebook,2019-10-08T15:57:42.150+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,-1,0,132,-1,157.240.1.35,,134,
33,facebook,2019-10-08T15:57:42.244+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,-1,0,86,-1,31.13.92.14,,88,
34,facebook,2019-10-08T15:57:44.151+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/VVEffoZ9eOt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10421,,,-1,5,-1,-1,0,91,-1,31.13.92.14,,98,value
35,facebook,2019-10-08T15:57:44.257+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,3193,0,1,128,3153,31.13.92.36,,3324,
36,facebook,2019-10-08T15:57:44.837+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43539,,,0,137,2602,0,1,209,2572,31.13.92.36,,2951,value
37,facebook,2019-10-08T15:57:45.071+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,0,-1,-1,0,93,-1,31.13.92.14,,94,value
38,facebook,2019-10-08T15:57:45.071+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/66VkRtZyUph.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,41049,,,-1,75,-1,-1,0,106,-1,31.13.92.14,,182,value
39,facebook,2019-10-08T15:57:45.072+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yV/l/0,cross/mb5XQCa6Kku.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37191,,,-1,71,-1,-1,0,92,-1,31.13.92.14,,165,value
40,facebook,2019-10-08T15:57:45.383+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,-1,52,-1,-1,0,99,-1,31.13.92.14,,151,value
41,facebook,2019-10-08T15:57:45.475+03:00,GET,https://cx.atdmt.com/?f=AYwEXCafzszCvDrwsj-DZ9LZQ7lNdeQhzwedf9pSzwKCBf5_t6y7uwZ8AZvkAHlx5PCucMYKRmvZvVBbSiIiAN72&c=403221209&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,0,3161,0,0,142,3132,31.13.92.2,,3305,value
42,facebook,2019-10-08T15:57:50.244+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,1,5170,0,0,95,5137,172.217.18.4,,5268,
43,facebook,2019-10-08T15:57:50.281+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4456,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,0,-1,-1,2,112,-1,157.240.1.35,,115,
44,facebook,2019-10-08T15:57:50.442+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,3,-1,-1,0,99,-1,31.13.92.14,,102,value
45,facebook,2019-10-08T15:57:50.443+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iunM4/yf/l/he_IL/PyIndVDJDGO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,344282,,,-1,227,-1,-1,0,119,-1,31.13.92.14,,347,value
46,facebook,2019-10-08T15:57:50.445+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ifmc4/yZ/l/he_IL/qn9QUahHfcD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17031,,,-1,27,-1,-1,0,112,-1,31.13.92.14,,140,value
47,facebook,2019-10-08T15:57:52.524+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,161,2171,0,0,80,2147,172.217.22.35,,2415,
48,facebook,2019-10-08T15:57:52.809+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=rbcg8ttvpn6n,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9649,,,-1,32,-1,-1,1,120,-1,172.217.18.4,,154,value
49,facebook,2019-10-08T15:57:52.957+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,-1,59,-1,-1,0,103,-1,172.217.22.35,,164,
50,facebook,2019-10-08T15:57:53.122+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,165,162,0,0,85,115,172.217.22.35,,414,
51,facebook,2019-10-08T15:57:53.404+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,-1,8,-1,-1,0,86,-1,172.217.18.4,,95,
52,facebook,2019-10-08T15:57:53.502+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,1,-1,-1,0,94,-1,172.217.18.4,,96,value
53,facebook,2019-10-08T15:57:53.555+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=bhgo5vlv4jh0,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,0,1,145,0,0,102,105,172.217.18.4,,250,value
54,facebook,2019-10-08T15:57:53.656+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,-1,51,-1,-1,0,93,-1,172.217.22.35,,145,
55,facebook,2019-10-08T15:57:53.739+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001266966&__s=q653gg%3Ak1a8nv%3Azomyb5&__hsi=6745420086229797434-0&__spin_r=1001266966&__spin_b=trunk&__spin_t=1570540500,HTTP/1.1,827,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1159,1091,,,-1,1,-1,-1,0,111,-1,157.240.1.35,,113,value
