,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-12T14:52:14.005+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31828,,,2,1,205,1155,1207,93,0,31.13.92.36,,1509,,
1,facebook,2019-10-12T14:52:15.352+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/wK5C20bCw3h.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39766,,,1,0,119,975,1014,69,0,31.13.92.14,,1205,value,
2,facebook,2019-10-12T14:52:15.383+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,0,0,103,999,1038,10,0,31.13.92.14,,1153,value,
3,facebook,2019-10-12T14:52:15.383+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,0,0,96,998,1038,67,0,31.13.92.14,,1202,value,
4,facebook,2019-10-12T14:52:15.383+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,0,0,103,1000,1043,38,0,31.13.92.14,,1186,value,
5,facebook,2019-10-12T14:52:15.399+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,0,0,109,1004,1047,0,0,31.13.92.14,,1158,value,
6,facebook,2019-10-12T14:52:15.415+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,0,0,110,1020,1063,34,0,31.13.92.14,,1209,value,
7,facebook,2019-10-12T14:52:15.508+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/tZgLnWnipSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7673,,,0,-1,106,-1,-1,2,-1,31.13.92.14,,109,value,
8,facebook,2019-10-12T14:52:15.508+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/nX-tdNcz3tj.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81238,,,0,-1,100,-1,-1,133,-1,31.13.92.14,,234,value,
9,facebook,2019-10-12T14:52:15.790+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,0,100,203,237,67,0,31.13.92.14,,407,,
