,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
32,facebook,2019-10-08T16:01:20.468+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yR/l/he_IL/ZexQqjnLf-h.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14509,,,0,-1,90,-1,10,-1,-1,31.13.92.14,,101,value,
33,facebook,2019-10-08T16:01:20.472+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,0,-1,94,-1,3,-1,-1,31.13.92.14,,98,value,
34,facebook,2019-10-08T16:01:20.531+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,139,-1,0,-1,-1,31.13.92.36,,141,,
35,facebook,2019-10-08T16:01:20.656+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,92,-1,0,-1,-1,31.13.92.14,,93,,
36,facebook,2019-10-08T16:01:21.649+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43538,,,0,0,231,866,115,0,905,31.13.92.36,,1253,value,
37,facebook,2019-10-08T16:01:21.899+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/66VkRtZyUph.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,41049,,,0,-1,104,-1,70,-1,-1,31.13.92.14,,175,value,
38,facebook,2019-10-08T16:01:21.900+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yV/l/0,cross/mb5XQCa6Kku.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37191,,,0,-1,99,-1,69,-1,-1,31.13.92.14,,169,value,
39,facebook,2019-10-08T16:01:21.935+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,93,-1,0,-1,-1,31.13.92.14,,94,value,
40,facebook,2019-10-08T16:01:22.762+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,35,109,801,1,0,832,172.217.18.4,,979,,
41,facebook,2019-10-08T16:01:23.826+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,0,-1,103,-1,47,-1,-1,31.13.92.14,,152,value,
42,facebook,2019-10-08T16:01:23.919+03:00,GET,https://cx.atdmt.com/?f=AYxe6eMJyIWCW6uM6uDGf_au-l0FqmsooMLRxHKjJzHybtfBQUEi-9ZIpPoIhf9pYLcvwWIQInc7VmvdOKzPPkSy&c=1177170313&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,0,37,127,3074,0,0,3113,31.13.92.2,,3280,value,
43,facebook,2019-10-08T16:01:24.072+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,0,-1,103,-1,6,-1,-1,31.13.92.14,,110,value,
44,facebook,2019-10-08T16:01:24.072+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iunM4/yf/l/he_IL/PyIndVDJDGO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,344282,,,0,-1,109,-1,172,-1,-1,31.13.92.14,,282,value,
45,facebook,2019-10-08T16:01:24.072+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ifmc4/yZ/l/he_IL/qn9QUahHfcD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17031,,,0,-1,97,-1,24,-1,-1,31.13.92.14,,121,value,
46,facebook,2019-10-08T16:01:26.691+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,0,100,3777,127,0,3801,172.217.22.35,,4030,,
47,facebook,2019-10-08T16:01:26.946+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=b3arvayz9q4q,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9706,,,0,-1,120,-1,25,-1,-1,172.217.18.4,,146,value,
48,facebook,2019-10-08T16:01:27.084+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,1,-1,96,-1,57,-1,-1,172.217.22.35,,154,,
49,facebook,2019-10-08T16:01:27.243+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,-1,90,-1,42,-1,-1,172.217.22.35,,134,,
50,facebook,2019-10-08T16:01:27.405+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,0,-1,101,-1,5,-1,-1,172.217.18.4,,108,,
51,facebook,2019-10-08T16:01:27.516+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=cdna4asrd6ys,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,0,-1,97,-1,1,-1,-1,172.217.18.4,,100,value,
52,facebook,2019-10-08T16:01:27.563+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,0,91,111,0,0,152,172.217.18.4,,245,value,
53,facebook,2019-10-08T16:01:27.696+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,172.217.22.35,,0,,No response received
54,facebook,2019-10-08T16:01:27.723+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001266966&__s=do67em%3Aithobt%3Amklwec&__hsi=6745421001347634875-0&__spin_r=1001266966&__spin_b=trunk&__spin_t=1570540713,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,4,-1,0,-1,0,-1,-1,31.13.92.36,,4,value,No response received
