,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-08T09:04:37.453+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31725,,,33,3,188,1813,0,1857,87,31.13.92.36,,2170,,
1,facebook,2019-10-08T09:04:39.852+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/66VkRtZyUph.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,41049,,,3,1,112,1922,0,1967,63,31.13.92.14,,2147,value,
2,facebook,2019-10-08T09:04:39.852+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/KPhCHNEGU59.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,4748,,,8,1,109,1938,0,1973,5,31.13.92.14,,2098,value,
3,facebook,2019-10-08T09:04:39.868+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/kYnNrSU1AX6.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37205,,,5,1,105,1939,0,1985,64,31.13.92.14,,2162,value,
4,facebook,2019-10-08T09:04:39.868+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y_/l/0,cross/MxLvvW3TzSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,13026,,,4,1,88,1939,0,1984,9,31.13.92.14,,2089,value,
5,facebook,2019-10-08T09:04:39.882+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y6/l/0,cross/efeP_U6FZBY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,15488,,,2,1,106,1955,0,1994,7,31.13.92.14,,2112,value,
6,facebook,2019-10-08T09:04:39.890+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/3boX0SM6qqi.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,3180,,,5,0,97,1956,0,2003,0,31.13.92.14,,2107,value,
7,facebook,2019-10-08T09:04:40.000+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/WiVUVeYVBNp.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,1089,,,-1,0,105,-1,-1,-1,0,31.13.92.14,,106,value,
8,facebook,2019-10-08T09:04:40.006+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yy/l/0,cross/rskVMr-YH5L.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5298,,,-1,0,99,-1,-1,-1,3,31.13.92.14,,103,value,
9,facebook,2019-10-08T09:04:40.007+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,-1,0,91,-1,-1,-1,120,31.13.92.14,,213,value,
10,facebook,2019-10-08T09:04:40.222+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,1,98,180,0,208,68,31.13.92.14,,375,,
11,facebook,2019-10-08T09:04:40.269+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,0,91,203,0,229,1,31.13.92.14,,323,,
12,facebook,2019-10-08T09:04:40.491+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,0,115,-1,-1,-1,105,31.13.92.14,,222,,
13,facebook,2019-10-08T09:04:40.494+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,0,107,-1,-1,-1,10,31.13.92.14,,118,,
14,facebook,2019-10-08T09:04:40.617+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,-1,0,89,-1,-1,-1,1,31.13.92.14,,91,,
15,facebook,2019-10-08T09:04:40.678+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,1,97,132,0,157,29,31.13.92.14,,286,,
16,facebook,2019-10-08T09:04:40.905+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iunM4/yk/l/he_IL/mfj2ISaK4Jk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,344276,,,-1,0,100,-1,-1,-1,176,31.13.92.14,,277,value,
17,facebook,2019-10-08T09:04:41.421+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yC/r/5jknhq0ezH4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9837,,,-1,1,88,-1,-1,-1,4,31.13.92.14,,94,value,
18,facebook,2019-10-08T09:04:41.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/VVEffoZ9eOt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10421,,,-1,0,101,-1,-1,-1,7,31.13.92.14,,110,value,
19,facebook,2019-10-08T09:04:41.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ifmc4/yZ/l/he_IL/qn9QUahHfcD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17031,,,-1,0,108,-1,-1,-1,60,31.13.92.14,,169,value,
20,facebook,2019-10-08T09:04:41.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/ye/l/he_IL/ZVuz92lEEOH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,26707,,,-1,0,103,-1,-1,-1,77,31.13.92.14,,181,value,
21,facebook,2019-10-08T09:04:41.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iCqo4/yT/l/he_IL/8600ZvSyCMD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,21685,,,-1,0,108,-1,-1,-1,69,31.13.92.14,,178,value,
22,facebook,2019-10-08T09:04:41.522+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iIl84/yR/l/he_IL/nUDslGkOjz4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10605,,,-1,0,103,-1,-1,-1,7,31.13.92.14,,110,value,
23,facebook,2019-10-08T09:04:41.546+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i_HN4/yZ/l/he_IL/Ak1kbpE1m6C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,1582,,,-1,0,106,-1,-1,-1,1,31.13.92.14,,108,value,
24,facebook,2019-10-08T09:04:41.562+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,1,140,-1,-1,-1,1,31.13.92.36,,142,,
25,facebook,2019-10-08T09:04:41.615+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivic4/yc/l/he_IL/UMO8BD_AQ4P.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11731,,,-1,0,128,-1,-1,-1,15,31.13.92.14,,145,value,
26,facebook,2019-10-08T09:04:41.617+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/RgSGRI5K3mg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3738,,,-1,0,122,-1,-1,-1,4,31.13.92.14,,127,value,
27,facebook,2019-10-08T09:04:41.619+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/460HBSAxl8E.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,12173,,,-1,0,123,-1,-1,-1,8,31.13.92.14,,133,value,
28,facebook,2019-10-08T09:04:41.638+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yh/l/he_IL/_EbvrHhgb-V.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45817,,,-1,0,125,-1,-1,-1,20,31.13.92.14,,146,value,
29,facebook,2019-10-08T09:04:41.658+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,-1,0,100,-1,-1,-1,5,31.13.92.14,,107,value,
30,facebook,2019-10-08T09:04:41.713+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,204,-1,-1,-1,0,31.13.92.36,,206,,
31,facebook,2019-10-08T09:04:41.754+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/y9/l/he_IL/JThaqtmySkz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14415,,,-1,0,162,-1,-1,-1,8,31.13.92.14,,171,value,
32,facebook,2019-10-08T09:04:41.759+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,0,167,-1,-1,-1,0,31.13.92.14,,168,value,
33,facebook,2019-10-08T09:04:41.988+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,205,-1,-1,-1,1,31.13.92.14,,207,,
34,facebook,2019-10-08T09:04:44.066+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,0,382,-1,-1,-1,1,31.13.92.14,,385,value,
35,facebook,2019-10-08T09:04:44.186+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,1,340,3831,0,3861,1,31.13.92.36,,4204,,
36,facebook,2019-10-08T09:04:47.418+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43557,,,0,1,352,5551,0,5612,622,31.13.92.36,,6589,value,
37,facebook,2019-10-08T09:04:47.805+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/66VkRtZyUph.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,41049,,,-1,0,370,-1,-1,-1,14,31.13.92.14,,385,value,
38,facebook,2019-10-08T09:04:47.805+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,0,380,-1,-1,-1,1,31.13.92.14,,382,value,
39,facebook,2019-10-08T09:04:47.808+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/kYnNrSU1AX6.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37205,,,-1,0,369,-1,-1,-1,486,31.13.92.14,,857,value,
40,facebook,2019-10-08T09:04:47.808+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,0,0,378,132,0,157,953,31.13.92.14,,1489,value,
41,facebook,2019-10-08T09:04:49.105+03:00,GET,https://cx.atdmt.com/?f=AYzLzLwdyO9KO65UAZda7R9Q3h2cBsnK16SnGqmaqIm1kXvgW7tW1Sb7g-NeiQ8KHHq7E3Pw3NreTqweSaTsKc6C&c=822451169&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,313,0,226,6192,0,6520,0,31.13.92.2,,7061,value,
42,facebook,2019-10-08T09:04:50.028+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,2894,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,1,556,-1,-1,-1,0,31.13.92.36,,558,,
43,facebook,2019-10-08T09:04:50.473+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1,1,310,2411,0,2665,2,172.217.18.4,,2981,,
44,facebook,2019-10-08T09:04:51.026+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,0,414,-1,-1,-1,0,31.13.92.14,,415,value,
45,facebook,2019-10-08T09:04:51.026+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iunM4/yk/l/he_IL/mfj2ISaK4Jk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,344276,,,-1,0,413,-1,-1,-1,3194,31.13.92.14,,3608,value,
46,facebook,2019-10-08T09:04:51.026+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ifmc4/yZ/l/he_IL/qn9QUahHfcD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17031,,,-1,0,438,-1,-1,-1,0,31.13.92.14,,439,value,
47,facebook,2019-10-08T09:04:55.012+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,0,152,3993,0,4183,481,172.217.22.35,,4818,,
48,facebook,2019-10-08T09:04:55.691+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=b8l2ll48v68e,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9650,,,-1,0,186,-1,-1,-1,16,172.217.18.4,,203,value,
49,facebook,2019-10-08T09:04:55.900+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,-1,1,154,-1,-1,-1,107,172.217.22.35,,262,,
50,facebook,2019-10-08T09:04:56.119+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,0,117,115,0,215,239,172.217.22.35,,573,,
51,facebook,2019-10-08T09:04:56.535+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,-1,0,96,-1,-1,-1,2,172.217.18.4,,100,,
52,facebook,2019-10-08T09:04:56.638+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,0,98,-1,-1,-1,1,172.217.18.4,,100,value,
53,facebook,2019-10-08T09:04:56.712+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=5dj4jlcwmxf,HTTP/1.1,672,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,0,1,157,114,0,170,2,172.217.18.4,,331,value,
54,facebook,2019-10-08T09:04:57.064+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,-1,0,172.217.22.35,,0,,No response received
55,facebook,2019-10-08T09:04:57.135+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001266026&__s=5qk8hd%3Ag4aaxu%3A1tym0d&__hsi=6745313652580804579-0&__spin_r=1001266026&__spin_b=trunk&__spin_t=1570515719,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,1,0,-1,-1,-1,0,31.13.92.36,,1,value,No response received
