,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
31,facebook,2019-10-12T14:36:24.728+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,124,-1,0,-1,-1,31.13.92.36,,125,,
32,facebook,2019-10-12T14:36:24.808+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,109,-1,0,-1,-1,31.13.92.14,,110,,
33,facebook,2019-10-12T14:36:28.119+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43673,,,0,0,235,3195,155,3227,0,31.13.92.36,,3620,value,
34,facebook,2019-10-12T14:36:28.369+03:00,GET,https://cx.atdmt.com/?f=AYzRhhx4KS-g9NFj-u4p7byc60FKFOnnDDru43APkJxgCBiPzMdQjbGNGxWli9U95iKnsAV2BNduIqBwBiDT5JVj&c=551056082&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,0,164,3431,0,3457,0,31.13.92.2,,3624,value,
35,facebook,2019-10-12T14:36:28.385+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,123,-1,1,-1,-1,31.13.92.14,,125,value,
36,facebook,2019-10-12T14:36:28.385+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,0,-1,128,-1,19,-1,-1,31.13.92.14,,147,value,
37,facebook,2019-10-12T14:36:28.386+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,0,-1,104,-1,53,-1,-1,31.13.92.14,,158,value,
38,facebook,2019-10-12T14:36:28.387+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,0,-1,107,-1,61,-1,-1,31.13.92.14,,170,value,
39,facebook,2019-10-12T14:36:29.665+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,0,125,1244,2,1281,0,172.217.18.4,,1410,,
40,facebook,2019-10-12T14:36:29.914+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17237,,,0,-1,100,-1,6,-1,-1,31.13.92.14,,107,value,
41,facebook,2019-10-12T14:36:29.914+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yV/l/he_IL/nE5io2huzZU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348397,,,0,-1,109,-1,252,-1,-1,31.13.92.14,,362,value,
42,facebook,2019-10-12T14:36:29.915+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,0,-1,97,-1,1,-1,-1,31.13.92.14,,99,value,
43,facebook,2019-10-12T14:36:29.916+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38551,,,0,-1,103,-1,105,-1,-1,31.13.92.14,,209,value,
44,facebook,2019-10-12T14:36:30.864+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,1,103,1004,143,1038,0,172.217.22.35,,1286,,
45,facebook,2019-10-12T14:36:31.144+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=fwz5blog3imr,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9560,,,0,-1,133,-1,19,-1,-1,172.217.18.4,,153,value,
46,facebook,2019-10-12T14:36:31.301+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,0,-1,94,-1,62,-1,-1,172.217.22.35,,156,,
47,facebook,2019-10-12T14:36:31.447+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,0,91,113,153,148,0,172.217.22.35,,394,,
48,facebook,2019-10-12T14:36:31.724+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,0,-1,100,-1,2,-1,-1,172.217.18.4,,102,,
49,facebook,2019-10-12T14:36:31.831+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,-1,99,-1,1,-1,-1,172.217.18.4,,100,value,
50,facebook,2019-10-12T14:36:31.883+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=8rlslp7xffiu,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,0,0,109,114,1,153,0,172.217.18.4,,265,value,
51,facebook,2019-10-12T14:36:31.959+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,-1,83,-1,43,-1,-1,172.217.22.35,,127,,
52,facebook,2019-10-12T14:36:32.006+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,0,-1,98,-1,40,-1,-1,172.217.22.35,,139,,
53,facebook,2019-10-12T14:36:32.192+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288583&__s=h3mdha%3Atz12wj%3Aejok6d&__hsi=6746883488017053998-0&__spin_r=1001288583&__spin_b=trunk&__spin_t=1570881225,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,31.13.92.36,,0,value,No response received
