,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.wait,timings.ssl,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-12T15:05:50.830+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,21711,,,68,0,2280,1,203,2223,4,31.13.92.36,,2558,,
1,facebook,2019-10-12T15:05:53.426+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/wK5C20bCw3h.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39766,,,76,0,2205,27,127,2168,92,31.13.92.14,,2529,value,
2,facebook,2019-10-12T15:05:53.569+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,5,0,2339,33,98,2301,12,31.13.92.14,,2488,value,
3,facebook,2019-10-12T15:05:53.585+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,85,0,2339,27,99,2302,0,31.13.92.14,,2553,value,
4,facebook,2019-10-12T15:05:53.585+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,38,0,2346,27,106,2308,8,31.13.92.14,,2526,value,
5,facebook,2019-10-12T15:05:53.601+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,3,0,2363,33,110,2334,2,31.13.92.14,,2513,value,
6,facebook,2019-10-12T15:05:53.616+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/b0zD_QTiHWR.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,1964,,,1,0,2388,27,107,2351,19,31.13.92.14,,2544,value,
7,facebook,2019-10-12T15:05:53.694+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/tZgLnWnipSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7673,,,4,-1,-1,-1,100,-1,0,31.13.92.14,,105,value,
8,facebook,2019-10-12T15:05:53.726+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,45,-1,-1,-1,102,-1,0,31.13.92.14,,148,value,
9,facebook,2019-10-12T15:05:53.741+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,97,-1,-1,-1,97,-1,0,31.13.92.14,,195,value,
10,facebook,2019-10-12T15:05:54.025+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,86,0,253,0,116,216,3,31.13.92.14,,459,,
11,facebook,2019-10-12T15:05:54.214+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,194,0,172,0,107,143,5,31.13.92.14,,480,,
12,facebook,2019-10-12T15:05:54.232+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,16,0,193,0,116,143,24,31.13.92.14,,350,,
13,facebook,2019-10-12T15:05:54.259+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y1/l/he_IL/K4FWtS53aRe.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348170,,,161,-1,-1,-1,130,-1,1,31.13.92.14,,294,value,
14,facebook,2019-10-12T15:05:54.264+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,925,,,0,-1,-1,-1,134,-1,0,31.13.92.14,,135,,
15,facebook,2019-10-12T15:05:54.265+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,38,0,195,0,102,156,1,31.13.92.14,,337,,
16,facebook,2019-10-12T15:05:54.723+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,9,-1,-1,-1,106,-1,0,31.13.92.14,,116,value,
17,facebook,2019-10-12T15:05:54.723+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,76,-1,-1,-1,127,-1,0,31.13.92.14,,204,value,
18,facebook,2019-10-12T15:05:54.724+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,11,-1,-1,-1,118,-1,0,31.13.92.14,,130,value,
19,facebook,2019-10-12T15:05:54.724+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,3,-1,-1,-1,111,-1,0,31.13.92.14,,115,value,
20,facebook,2019-10-12T15:05:54.725+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,3,-1,-1,-1,116,-1,0,31.13.92.14,,120,value,
21,facebook,2019-10-12T15:05:54.725+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/y9/l/he_IL/eZ3Wzg2ia3y.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15966,,,14,-1,-1,-1,114,-1,0,31.13.92.14,,129,value,
22,facebook,2019-10-12T15:05:54.841+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/JtEASjbVJQJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38506,,,15,-1,-1,-1,100,-1,0,31.13.92.14,,116,value,
23,facebook,2019-10-12T15:05:54.841+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yO/l/he_IL/GpZZ63FC-zA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4086,,,2,-1,-1,-1,110,-1,0,31.13.92.14,,112,value,
24,facebook,2019-10-12T15:05:54.841+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,3,-1,-1,-1,109,-1,0,31.13.92.14,,113,value,
25,facebook,2019-10-12T15:05:54.857+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,0,-1,-1,-1,109,-1,0,31.13.92.14,,110,value,
26,facebook,2019-10-12T15:05:54.857+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,7,-1,-1,-1,107,-1,0,31.13.92.14,,115,value,
27,facebook,2019-10-12T15:05:54.879+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,134,-1,0,31.13.92.36,,135,,
28,facebook,2019-10-12T15:05:54.931+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5874,,,1,-1,-1,-1,104,-1,0,31.13.92.14,,106,value,
29,facebook,2019-10-12T15:05:54.993+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,103,-1,0,31.13.92.14,,104,,
30,facebook,2019-10-12T15:05:57.207+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,0,6017,0,141,5985,6,31.13.92.36,,6166,,
31,facebook,2019-10-12T15:05:57.347+03:00,GET,https://cx.atdmt.com/?f=AYwVWPqfuETFRjNo8MDF_tmCpcdicodnKYwAQCEfjmXKouNqRnO7_SRRTU95oWDXNAz7E6uBvqLTrobwTRPrZ0Ow&c=1405515693&v=1&l=2,HTTP/1.1,510,0,,0,,unknown,0,,,,-1,-1,,,0,0,2300,26,0,2269,0,31.13.92.2,,2327,value,No response received
