,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T08:19:56.544+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,522,,,0,192,1,170,0,1,92,157.240.1.23,,286,,
11,facebook,2019-10-12T08:19:56.644+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,106343,,,-1,-1,135,-1,-1,1,90,157.240.1.23,,227,,
12,facebook,2019-10-12T08:19:56.719+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,14105,,,-1,-1,13,-1,-1,0,87,157.240.1.23,,101,,
13,facebook,2019-10-12T08:19:56.762+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,1163,,,0,134,1,115,0,0,102,157.240.1.23,,239,,
14,facebook,2019-10-12T08:19:56.762+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,17094,,,0,135,29,116,0,0,99,157.240.1.23,,265,,
15,facebook,2019-10-12T08:19:57.675+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yK/l/he_IL/kebipu7jKNP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348948,,,-1,-1,152,-1,-1,0,104,157.240.1.23,,257,value,
16,facebook,2019-10-12T08:19:57.720+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,1138,1,1118,0,0,109,157.240.1.35,,1250,,
17,facebook,2019-10-12T08:19:58.052+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17358,,,-1,-1,59,-1,-1,0,92,157.240.1.23,,153,value,
18,facebook,2019-10-12T08:19:58.053+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,47070,,,-1,-1,72,-1,-1,0,106,157.240.1.23,,179,value,
19,facebook,2019-10-12T08:19:58.054+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16635,,,-1,-1,19,-1,-1,0,125,157.240.1.23,,145,value,
20,facebook,2019-10-12T08:19:58.055+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,8229,,,-1,-1,20,-1,-1,0,95,157.240.1.23,,116,value,
21,facebook,2019-10-12T08:19:58.056+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16069,,,-1,-1,41,-1,-1,0,97,157.240.1.23,,139,value,
22,facebook,2019-10-12T08:19:58.056+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,7336,,,-1,-1,10,-1,-1,0,113,157.240.1.23,,125,value,
23,facebook,2019-10-12T08:19:58.218+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/e__dq0qkm6O.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38673,,,-1,-1,162,-1,-1,0,100,157.240.1.23,,262,value,
24,facebook,2019-10-12T08:19:58.221+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4122,,,-1,-1,3,-1,-1,0,105,157.240.1.23,,109,value,
25,facebook,2019-10-12T08:19:58.221+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4811,,,-1,-1,1,-1,-1,0,98,157.240.1.23,,100,value,
26,facebook,2019-10-12T08:19:58.223+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yH/l/he_IL/AXXOjWBNuBI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17815,,,-1,-1,122,-1,-1,0,107,157.240.1.23,,230,value,
27,facebook,2019-10-12T08:19:58.224+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2394,,,-1,-1,1,-1,-1,0,105,157.240.1.23,,107,value,
28,facebook,2019-10-12T08:19:58.236+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9944,,,-1,-1,10,-1,-1,0,90,157.240.1.23,,102,value,
29,facebook,2019-10-12T08:19:58.237+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,-1,-1,0,110,157.240.1.35,,112,,
30,facebook,2019-10-12T08:19:58.324+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5907,,,-1,-1,3,-1,-1,0,131,157.240.1.23,,135,value,
31,facebook,2019-10-12T08:19:58.354+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,-1,-1,0,112,157.240.1.35,,113,,
32,facebook,2019-10-12T08:19:58.386+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,-1,-1,0,-1,-1,0,135,157.240.1.23,,136,,
33,facebook,2019-10-12T08:19:59.344+03:00,GET,https://cx.atdmt.com/?f=AYzkE-Dls6dwzdkHOjKAzrB72NDxs1iSjvbKQGSGmuYNaWLvt-CLFjPeJdIGlNiGxObzot0_-K5-W1qJRSEVSsyn&c=896934838&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,742,0,721,29,0,135,157.240.1.6,,907,value,
34,facebook,2019-10-12T08:20:01.442+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43690,,,0,2937,107,2910,0,0,192,157.240.1.35,,3238,value,
35,facebook,2019-10-12T08:20:01.676+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,-1,-1,0,-1,-1,1,80,157.240.1.23,,82,value,
36,facebook,2019-10-12T08:20:01.676+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,-1,-1,49,-1,-1,0,86,157.240.1.23,,136,value,
37,facebook,2019-10-12T08:20:01.677+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,-1,-1,40,-1,-1,0,84,157.240.1.23,,125,value,
38,facebook,2019-10-12T08:20:01.695+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36856,,,-1,-1,20,-1,-1,0,80,157.240.1.23,,101,value,
39,facebook,2019-10-12T08:20:07.997+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3075,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,-1,1,-1,-1,0,112,157.240.1.35,,114,,
40,facebook,2019-10-12T08:20:08.045+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,6350,3,6323,18,0,97,172.217.21.228,,6471,,
41,facebook,2019-10-12T08:20:08.263+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,-1,-1,157,-1,-1,0,107,157.240.1.23,,266,value,
42,facebook,2019-10-12T08:20:08.263+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,-1,-1,38,-1,-1,0,100,157.240.1.23,,138,value,
43,facebook,2019-10-12T08:20:08.264+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,-1,-1,71,-1,-1,0,102,157.240.1.23,,175,value,
44,facebook,2019-10-12T08:20:08.264+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,-1,-1,0,-1,-1,0,90,157.240.1.23,,91,value,
45,facebook,2019-10-12T08:20:10.542+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,2339,138,2320,31,0,88,172.217.22.67,,2598,,
46,facebook,2019-10-12T08:20:10.792+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=a34ziurm1wh9,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9547,,,-1,-1,19,-1,-1,0,119,172.217.21.228,,139,value,
47,facebook,2019-10-12T08:20:10.947+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,57,-1,-1,0,89,172.217.22.67,,148,,
48,facebook,2019-10-12T08:20:11.095+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,143,156,115,0,0,93,172.217.22.67,,394,,
49,facebook,2019-10-12T08:20:11.374+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,-1,5,-1,-1,0,89,172.217.21.228,,95,,
50,facebook,2019-10-12T08:20:11.472+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=3wgvip5meprb,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,-1,-1,1,-1,-1,0,95,172.217.21.228,,97,value,
51,facebook,2019-10-12T08:20:11.517+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,139,1,107,0,0,95,172.217.21.228,,236,value,
52,facebook,2019-10-12T08:20:11.641+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=ylg3ga%3Aecxcxt%3Ap2tbme&__hsi=6746786489919089348-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570858641,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,-1,0,0,157.240.1.35,,0,value,No response received
53,facebook,2019-10-12T08:20:11.650+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,-1,0,0,172.217.22.67,,0,,No response received
